name,start,salary,target,debut
DeMarcus Cousins,2020,894309.6666666666,0.008194151333333333,2010
DeMarcus Cousins,2021,900808.3333333334,0.008013310666666667,2010
DeMarre Carroll,2011,782834.0,0.0134869065,2009
DeMarre Carroll,2013,2500000.0,0.04260468,2009
DeMarre Carroll,2015,14500000.0,0.165250954,2009
DeMarre Carroll,2019,3847390.0,0.035251878,2009
Dean Wade,2023,6166667.0,0.044524671,2019
Deandre Ayton,2022,33232282.0,0.248834648,2018
Deividas Sirvydis,2021,1669178.0,0.014848489,2020
Deividas Sirvydis,2022,1836090.0,0.01484849,2020
Dejounte Murray,2020,16000000.0,0.139046201,2016
Dejounte Murray,2024,28517552.0,0.196175569,2016
Delon Wright,2019,9350000.0,0.085669782,2015
Delon Wright,2022,8000000.0,0.06469613,2015
Delon Wright,2023,947205.0,0.007068694,2015
Demetrius Jackson,2017,74159.0,0.000748378,2016
Demetrius Jackson,2019,1620564.0,0.014848488,2016
Deng Adel,2019,1445697.0,0.013246262,2018
Deni Avdija,2024,13750000.0,0.094587855,2020
Dennis Schr?der,2017,17500000.0,0.169299134,2013
Dennis Schr?der,2021,5890000.0,0.052395609,2013
Dennis Schr?der,2022,2641682.0,0.021363325,2013
Dennis Schr?der,2023,12715125.0,0.094888993,2013
Dennis Schr?¡©??¨ö???er,2017,17500000.0,0.169299134,2013
Dennis Schr?¡©??¨ö???er,2021,5890000.0,0.052395609,2013
Dennis Schr?¡©??¨ö???er,2022,2641682.0,0.021363325,2013
Dennis Schr?¡©??¨ö???er,2023,12715125.0,0.094888993,2013
Dennis Smith Jr.,2021,1789256.0,0.015916665,2017
Dennis Smith Jr.,2022,2133278.0,0.017251854,2017
Dennis Smith Jr.,2023,2528233.0,0.01886741,2017
Denzel Valentine,2020,4642800.0,0.042539857,2016
Denzel Valentine,2021,1038890.5,0.0092416715,2016
Denzel Valentine,2022,2298385.0,0.018587077,2016
Deonte Burton,2018,784220.0,0.007698318,2017
Deonte Burton,2022,10552.0,8.53e-05,2017
Deonte Burton,2023,2092354.0,0.015614582,2017
Deron Williams,2015,5500000.0,0.078571429,2005
Deron Williams,2016,5205366.5,0.055292125,2005
Derrick Favors,2018,18800000.0,0.184550747,2010
Derrick Favors,2020,9720900.0,0.08775197,2010
Derrick Favors,2022,16700.0,0.000135053,2010
Derrick Favors,2023,3196448.0,0.02385409,2010
Derrick Jones Jr.,2018,1578979.0,0.015500093,2016
Derrick Jones Jr.,2020,9489450.0,0.086947499,2016
Derrick Jones Jr.,2022,3280000.0,0.026525413,2016
Derrick Jones Jr.,2023,2709849.0,0.020222754,2016
Derrick Rose,2017,1543849.0,0.015579798999999998,2008
Derrick Rose,2018,2393887.0,0.023499661,2008
Derrick Rose,2019,7500000.0,0.068719076,2008
Derrick Rose,2021,14520730.0,0.123021066,2008
Derrick Rose,2023,3276360.0,0.024450448,2008
Derrick Walton Jr.,2018,1349383.0,0.013246257,2017
Derrick Walton Jr.,2019,1445697.0,0.013246262,2017
Derrick Walton Jr.,2020,1620564.0,0.014848488,2017
Derrick Walton Jr.,2021,1669178.0,0.014848489,2017
Derrick White,2021,17500000.0,0.141865436,2017
Derrick Williams,2015,4499000.0,0.064271429,2011
Derrick Williams,2016,2433014.5,0.0258438175,2011
Derrick Williams,2017,10406.0,0.000105012,2011
Desmond Bane,2024,39446090.0,0.271354257,2020
Devin Cannady,2020,898310.0,0.008230804,2019
Devin Cannady,2021,1370328.5,0.0119249355,2019
Devin Cannady,2023,2019706.0,0.015072433,2019
Devin Harris,2018,2393887.0,0.023499661,2004
Devin Robinson,2019,1620564.0,0.014848488,2017
Devin Robinson,2020,1620564.0,0.014848488,2017
Devin Vassell,2024,27000000.0,0.185736151,2020
Devon Dotson,2022,1836090.0,0.01484849,2020
Devon Dotson,2023,2092354.0,0.015614582,2020
Devontae Cacok,2021,1016855.5,0.0090456305,2019
Devontae Cacok,2022,1902133.0,0.015382581,2019
Devonte' Graham,2021,11825000.0,0.095860502,2018
Dewan Hernandez,2020,1445697.0,0.013246262,2019
Dewayne Dedmon,2016,2963205.0,0.031475574,2013
Dewayne Dedmon,2017,7050000.0,0.071145288,2013
Dewayne Dedmon,2019,13333333.0,0.122167244,2013
Dewayne Dedmon,2020,580811.0,0.005321706,2013
Dewayne Dedmon,2021,2389641.0,0.021257504,2013
Dewayne Dedmon,2022,2673507.0,0.021620695,2013
Deyonta Davis,2018,1182423.5,0.011607295,2016
Diamond Stone,2017,1428781.0,0.014418587,2016
Didi Louzada,2020,123056.0,0.001127506,2019
Didi Louzada,2021,1921578.0,0.015577457,2019
Dillon Brooks,2020,11666667.0,0.10531669,2017
Dillon Brooks,2023,21500000.0,0.151859395,2017
Dion Waiters,2016,2963205.0,0.031475574,2012
Dion Waiters,2017,13000000.0,0.125765071,2012
Dion Waiters,2019,503656.0,0.00461477,2012
Dionte Christmas,2015,845059.0,0.012072271,2012
Dionte Christmas,2016,874636.0,0.009290505,2012
Dirk Nowitzki,2016,25000000.0,0.265553467,2020
Dirk Nowitzki,2017,5000000.0,0.050457651,2020
Dirk Nowitzki,2018,5000000.0,0.049082645,2020
Domantas Sabonis,2020,18725000.0,0.162727507,2016
Domantas Sabonis,2024,46504000.0,0.319906444,2016
Dominick Barlow,2023,455620.0,0.003400149,2022
Donald Sloan,2012,762195.0,0.013131331,2011
Donald Sloan,2013,916228.0,0.01561424,2011
Donald Sloan,2015,1015421.0,0.014506014,2011
Donald Sloan,2017,1709538.0,0.017251854,2011
Donald Sloan,2018,1757429.0,0.017251853,2011
Donatas Motiejunas,2016,618212.0,0.006566734,2011
Donatas Motiejunas,2018,69503.0,0.000682278,2011
Donovan Mitchell,2021,32600060.0,0.254157316,2017
Donovan Williams,2023,1801769.0,0.013446037,2022
Donta Hall,2020,9902.0,9.07e-05,2019
Donte DiVincenzo,2015,1052646.0,0.012848677499999999,2018
Donte DiVincenzo,2016,4347826.0,0.046183211,2018
Donte DiVincenzo,2020,15891.0,0.000145602,2018
Donte DiVincenzo,2022,4612500.0,0.037301363,2018
Donte DiVincenzo,2023,11717500.0,0.08276337,2018
Dorell Wright,2016,1551659.0,0.016481937,2004
Dorian Finney-Smith,2019,4000000.0,0.036650174,2016
Dorian Finney-Smith,2022,13890240.0,0.104006489,2016
Doug McDermott,2018,7333333.0,0.069507301,2014
Doug McDermott,2021,13750000.0,0.116491365,2014
Draymond Green,2015,16400000.0,0.17967434,2012
Draymond Green,2020,24916591.0,0.216534833,2012
Draymond Green,2023,25000000.0,0.176580691,2012
Drew Eubanks,2020,1764740.0,0.015930563,2018
Drew Eubanks,2021,9938.0,8.84e-05,2018
Drew Eubanks,2022,1968175.0,0.015916663,2018
Drew Eubanks,2023,2500629.0,0.01866141,2018
Drew Gooden,2015,3423500.0,0.048907143,2002
Dru Smith,2022,1017781.0,0.008230812,2021
Dru Smith,2023,1961231.0,0.014636052,2021
Duane Washington Jr.,2023,2019706.0,0.015072433,2021
Duncan Robinson,2021,18000000.0,0.140332002,2018
Dwayne Bacon,2020,1751429.0,0.016047544,2017
Dwayne Bacon,2021,1789256.0,0.015916665,2017
Dwayne Bacon,2022,1968175.0,0.015916663,2017
Dwight Buycks,2017,612170.0,0.0061777325,2013
Dwight Howard,2007,16647180.0,0.28891523,2004
Dwight Howard,2013,21897818.0,0.34261022,2004
Dwight Howard,2016,23500000.0,0.2432259,2004
Dwight Howard,2018,5470425.0,0.053700586,2004
Dwight Howard,2019,2564753.0,0.023499661,2004
Dwight Howard,2020,2564753.0,0.023499661,2004
Dwight Howard,2021,2641691.0,0.023499662,2004
Dwight Powell,2016,9317188.0,0.094717351,2014
Dwight Powell,2020,11080125.0,0.100021891,2014
Dwight Powell,2023,4000000.0,0.028880866,2014
Dwyane Wade,2015,20000000.0,0.285714286,2003
Dwyane Wade,2016,23500000.0,0.249620259,2003
Dwyane Wade,2017,2328652.0,0.023499662,2003
Dwyane Wade,2018,2393887.0,0.023499661,2003
Dylan Windler,2023,2165000.0,0.016156716,2019
E'Twaun Moore,2016,8500000.0,0.086409922,2011
E'Twaun Moore,2020,2331593.0,0.021363322,2011
E'Twaun Moore,2021,2641691.0,0.023499662,2011
E.J. Singler,2015,525093.0,0.007501329,2013
E.J. Singler,2016,543471.0,0.005772824,2013
Ed Davis,2014,1040843.0,0.016504289,2010
Ed Davis,2015,6666667.0,0.081229988,2010
Ed Davis,2018,4449000.0,0.043673738,2010
Ed Davis,2019,4886175.0,0.044769791,2010
Ed Davis,2021,2641691.0,0.023499662,2010
Edmond Sumner,2018,1035179.0,0.010161865,2017
Edmond Sumner,2019,2160000.0,0.019791094,2017
Edmond Sumner,2022,2104059.0,0.017015559,2017
Edmond Sumner,2023,2346614.0,0.017512045,2017
Ekpe Udoh,2017,3280000.0,0.033100219,2010
Elfrid Payton,2018,3000000.0,0.029449587,2014
Elfrid Payton,2019,8000000.0,0.073300348,2014
Elfrid Payton,2020,4767000.0,0.043677845,2014
Elfrid Payton,2021,2239544.0,0.019922287,2014
Elfrid Payton,2023,2891467.0,0.021578112,2014
Elijah Bryant,2014,5663088.0,0.074774057,2020
Elijah Bryant,2016,724360.0,0.007694252,2020
Elijah Hughes,2022,1836090.0,0.01484849,2020
Elijah Hughes,2023,2019706.0,0.015072433,2020
Elijah Millsap,2016,773687.0,0.008218211,2014
Elijah Millsap,2019,1678854.0,0.015382573,2014
Elton Brand,2015,890693.0,0.012724186,1999
Elton Brand,2016,1551659.0,0.016481937,1999
Emanuel Terry,2021,1489065.0,0.013246259,2018
Emeka Okafor,2017,967832.5,0.009766911,2004
Emeka Okafor,2018,2393887.0,0.023499661,2004
Emmanuel Mudiay,2019,1737145.0,0.015916667,2015
Emmanuel Mudiay,2021,11146.0,9.92e-05,2015
Emmanuel Mudiay,2022,2298385.0,0.018587077,2015
Enes Freedom,2015,17515007.0,0.199611835,2011
Enes Freedom,2018,653556.0,0.006415651,2011
Enes Freedom,2019,4886175.0,0.044769791,2011
Enes Freedom,2021,2641691.0,0.023499662,2011
Eric Bledsoe,2007,2379120.0,0.041493867,2010
Eric Bledsoe,2011,4051023.0,0.069792278,2010
Eric Bledsoe,2012,6550000.0,0.112845428,2010
Eric Bledsoe,2019,17500000.0,0.158757038,2010
Eric Gordon,2012,14591391.0,0.243476611,2008
Eric Gordon,2016,13221622.0,0.134409332,2008
Eric Gordon,2020,18893589.0,0.164192611,2008
Eric Gordon,2023,3276360.0,0.024450448,2008
Eric Mika,2019,898310.0,0.008230804,2017
Eric Moreland,2015,845059.0,0.012072271,2014
Eric Moreland,2016,980431.0,0.010414274,2014
Eric Moreland,2017,1826300.0,0.018175575,2014
Eric Moreland,2018,888265.6666666666,0.008719685666666666,2014
Eric Moreland,2019,1737145.0,0.015916667,2014
Ersan Ilyasova,2014,846820.5,0.012727922499999999,2005
Ersan Ilyasova,2016,934585.3333333334,0.009927295000000001,2005
Ersan Ilyasova,2017,3282859.0,0.0331290705,2005
Ersan Ilyasova,2018,7000000.0,0.066347881,2005
Ersan Ilyasova,2019,1737145.0,0.015916667,2005
Ersan Ilyasova,2020,1194542.0,0.010945043,2005
Ersan Ilyasova,2021,902219.0,0.0080258595,2005
Eugene Omoruyi,2022,1117587.0,0.009037944,2021
Eugene Omoruyi,2023,1548485.0,0.011555858,2021
Evan Fournier,2016,17000000.0,0.16821482,2012
Evan Fournier,2021,18250000.0,0.147945383,2012
Evan Turner,2015,3351755.0,0.047882214,2010
Evan Turner,2016,17500000.0,0.17790278,2010
Facundo Campazzo,2022,1836090.0,0.01484849,2020
Festus Ezeli,2016,7566500.0,0.080372412,2012
Filip Petrusev,2023,1505710.0,0.011236642,2021
Frank Jackson,2020,1751429.0,0.016047544,2017
Frank Jackson,2021,3075000.0,0.027354244,2017
Frank Jackson,2022,1072769.0,0.008675477000000001,2017
Frank Kaminsky,2019,4767000.0,0.043677845,2015
Frank Kaminsky,2020,1882867.0,0.017251851,2015
Frank Kaminsky,2021,2089448.0,0.01858708,2015
Frank Kaminsky,2022,2463490.0,0.019922284,2015
Frank Mason III,2020,1678854.0,0.015382573,2017
Frank Mason III,2021,1729217.0,0.015382577,2017
Frank Ntilikina,2021,1912787.0,0.017015559,2017
Frank Ntilikina,2023,2528233.0,0.01886741,2017
Fred VanVleet,2018,9000000.0,0.088348762,2016
Fred VanVleet,2020,21250000.0,0.184670736,2016
Fred VanVleet,2023,42846615.0,0.309361841,2016
Furkan Korkmaz,2019,1691680.0,0.015500092,2017
Furkan Korkmaz,2021,5000000.0,0.042360496,2017
Gabe Vincent,2020,50000.0,0.000458127,2018
Gabe Vincent,2021,1742428.0,0.015500098,2018
Gabe Vincent,2023,11000000.0,0.079422383,2018
Gabe York,2022,1637966.0,0.013246258,2018
Garrett Temple,2010,80703.0,0.001390376,2009
Garrett Temple,2012,713666.0,0.0122952585,2009
Garrett Temple,2013,916099.0,0.015612042,2009
Garrett Temple,2014,1040843.0,0.016504289,2009
Garrett Temple,2016,8000000.0,0.082800306,2009
Garrett Temple,2019,4767000.0,0.043677845,2009
Garrett Temple,2020,4767000.0,0.043677845,2009
Garrett Temple,2021,5155500.0,0.043677908,2009
Garrett Temple,2023,3196448.0,0.02385409,2009
Garrison Mathews,2021,1863370.5,0.015764161,2019
Gary Clark,2019,555409.0,0.005088959,2018
Gary Clark,2020,2050000.0,0.018783214,2018
Gary Clark,2021,1282005.0,0.011404318,2018
Gary Harris,2018,21000000.0,0.196783373,2014
Gary Harris,2022,13000000.0,0.105131212,2014
Gary Neal,2015,2139000.0,0.030557143,2007
Gary Payton II,2018,1512601.0,0.014848492,2016
Gary Payton II,2019,1090781.0,0.009994328,2016
Gary Payton II,2020,503176.5,0.0046103765,2016
Gary Payton II,2021,1939350.0,0.017251855,2016
Gary Payton II,2022,8715000.0,0.0676486,2016
Gary Trent Jr.,2021,17280000.0,0.146397875,2018
George Hill,2005,531486.0,0.010737091,2008
George Hill,2009,2320500.0,0.040097111,2008
George Hill,2012,8000000.0,0.128108636,2008
George Hill,2017,19000000.0,0.189090475,2008
George Hill,2019,9590602.0,0.087874308,2008
George Hill,2020,110998.0,0.001017024,2008
George Hill,2021,4000000.0,0.035582757,2008
Georges Niang,2017,1312611.0,0.013246254,2016
Georges Niang,2018,1658337.0,0.015718164,2016
Georges Niang,2021,3382500.0,0.030089669,2016
Georges Niang,2023,8500000.0,0.061371841,2016
Georgios Papagiannis,2017,865174.0,0.00873093,2016
Gerald Green,2008,854957.0,0.014569819,2005
Gerald Green,2011,143627.0,0.0024744504999999997,2005
Gerald Green,2012,3500000.0,0.059971043,2005
Gerald Green,2015,1356146.0,0.019373514,2005
Gerald Green,2016,1410598.0,0.014983568,2005
Gerald Green,2017,1855028.0,0.018720071,2005
Gerald Green,2018,2393887.0,0.023499661,2005
Gerald Green,2019,2564753.0,0.023499661,2005
Gerald Green,2020,2564753.0,0.023499661,2005
Gerald Henderson,2016,9000000.0,0.095599248,2009
Giannis Antetokounmpo,2010,6505320.0,0.111769977,2013
Giannis Antetokounmpo,2012,3229050.0,0.055328427,2013
Giannis Antetokounmpo,2015,11507503.5,0.139091632,2013
Giannis Antetokounmpo,2016,4709963.666666667,0.048635638,2013
Giannis Antetokounmpo,2017,25000000.0,0.241855905,2013
Giannis Antetokounmpo,2018,1786376.6666666667,0.017536018333333334,2013
Giannis Antetokounmpo,2019,1984869.0,0.0181864485,2013
Giannis Antetokounmpo,2020,2066359.5,0.018933109,2013
Giannis Antetokounmpo,2021,25070042.0,0.197925422,2013
Giannis Antetokounmpo,2022,5546343.0,0.04428656633333333,2013
Giannis Antetokounmpo,2023,3196448.0,0.02385409,2013
Giannis Antetokounmpo,2025,58627800.0,0.39684435,2013
Glenn Robinson III,2015,1080333.0,0.013163315,2014
Glenn Robinson III,2018,4075000.0,0.040002356,2014
Glenn Robinson III,2019,1882867.0,0.017251851,2014
Glenn Robinson III,2020,2028594.0,0.018587081,2014
Glenn Robinson III,2023,2709849.0,0.020222754,2014
Goga Bitadze,2022,1339383.0,0.010831612,2019
Goran Dragic,2006,412718.0,0.007767347,2008
Goran Dragic,2012,4161622.0,0.069665249,2008
Goran Dragic,2014,5500000.0,0.082666366,2008
Goran Dragic,2015,17000450.0,0.186252722,2008
Goran Dragic,2020,18000000.0,0.164925783,2008
Goran Dragic,2021,842760.3333333334,0.0074969423333333335,2008
Goran Dragic,2022,1885680.0,0.015249524666666667,2008
Goran Dragic,2023,13486.0,0.000100642,2008
Gordon Hayward,2014,15741355.0,0.20784508,2010
Gordon Hayward,2017,31957493.0,0.309164336,2010
Gordon Hayward,2020,30000000.0,0.260711627,2010
Gorgui Dieng,2017,15700000.0,0.151885509,2013
Gorgui Dieng,2020,1000000.0,0.009162544,2013
Gorgui Dieng,2021,4000000.0,0.035582757,2013
Gorgui Dieng,2022,1184202.3333333333,0.009576663333333334,2013
Grant Jerrett,2016,874636.0,0.009290505,2013
Grant Riller,2022,1637966.0,0.013246258,2020
Grayson Allen,2001,3275349.0,0.077608162,2018
Grayson Allen,2005,14412167.0,0.262378106,2018
Grayson Allen,2009,457588.0,0.007930468,2018
Grayson Allen,2011,19000000.0,0.327337882,2018
Grayson Allen,2022,5493983.0,0.04442993,2018
Grayson Allen,2024,17500000.0,0.120384543,2018
Greg Brown III,2023,2019706.0,0.015072433,2021
Greg Monroe,2015,17145838.0,0.208913423,2010
Greg Monroe,2017,5000000.0,0.050457651,2010
Greg Monroe,2018,754451.6666666666,0.007406096666666666,2010
Greg Monroe,2021,34505.0,0.00030694550000000004,2010
Greg Smith,2015,635265.0,0.009075214,2011
Hamidou Diallo,2021,5200000.0,0.046257584,2018
Hamidou Diallo,2023,1180050.0,0.008806343500000001,2018
Harrison Barnes,2016,23609631.0,0.240012514,2012
Harrison Barnes,2019,21250000.0,0.192776404,2012
Harrison Barnes,2023,18000000.0,0.129963899,2012
Harry Giles,2020,1678854.0,0.015382573,2017
Harry Giles,2021,1789256.0,0.015916665,2017
Harry Giles,2023,2165000.0,0.016156716,2017
Hassan Whiteside,2016,24604885.0,0.25013014,2010
Hassan Whiteside,2020,2320044.0,0.021257504,2010
Hassan Whiteside,2021,2401537.0,0.021363327,2010
Haywood Highsmith,2019,1445697.0,0.013246262,2018
Haywood Highsmith,2021,1402156.0,0.012194581,2018
Henri Drell,2023,1119563.0,0.008354948,2022
Henry Ellenson,2018,993594.0,0.009753644,2016
Henry Ellenson,2020,934488.0,0.008562287,2016
Henry Sims,2013,852058.0,0.014520663,2012
Henry Sims,2015,513764.5,0.007339493,2012
Henry Sims,2016,1050961.0,0.011163453,2012
Herb Jones,2023,13456968.0,0.095049629,2021
Hollis Thompson,2019,1737145.0,0.015916667,2012
Ian Clark,2015,947276.0,0.013532514,2013
Ian Clark,2016,1015696.0,0.010788864,2013
Ian Clark,2017,1577230.0,0.015916664,2013
Ian Clark,2018,1757429.0,0.017251853,2013
Ian Mahinmi,2010,823244.0,0.014183102,2007
Ian Mahinmi,2012,4000000.0,0.066745278,2007
Ian Mahinmi,2016,16000000.0,0.162653971,2006
Ignas Brazdeikis,2020,74265.0,0.0006804565,2019
Ike Anigbogu,2020,1620564.0,0.014848488,2017
Iman Shumpert,2015,10000000.0,0.113966175,2011
Iman Shumpert,2019,2031677.0,0.018615329,2011
Iman Shumpert,2020,862370.0,0.0079015025,2011
Isaac Bonga,2021,1729217.0,0.015382577,2018
Isaiah Briscoe,2018,1499751.0,0.014053622,2017
Isaiah Canaan,2016,1051721.0,0.011171526,2013
Isaiah Canaan,2017,1387130.6666666667,0.013998271,2013
Isaiah Canaan,2018,1757429.0,0.017251853,2013
Isaiah Cousins,2018,838464.0,0.008230806,2016
Isaiah Hartenstein,2018,1306392.0,0.012382334,2017
Isaiah Hartenstein,2020,1691680.0,0.015500092,2017
Isaiah Hartenstein,2021,1729217.0,0.015382577,2017
Isaiah Hartenstein,2022,8000000.0,0.06469613,2017
Isaiah Joe,2022,1999440.0,0.015520289,2020
Isaiah Roby,2022,1233293.0,0.009973661,2019
Isaiah Roby,2023,2165000.0,0.016156716,2019
Isaiah Stewart,2024,15000000.0,0.103186751,2020
Isaiah Taylor,2017,1476688.0,0.014902042,2016
Isaiah Taylor,2018,1512601.0,0.014848492,2016
Isaiah Taylor,2019,1691680.0,0.015500092,2016
Isaiah Thomas,2018,2174753.5,0.021348530999999997,2011
Isaiah Thomas,2019,2320044.0,0.021257504,2011
Isaiah Thomas,2020,15891.0,0.000145602,2011
Isaiah Thomas,2021,144920.5,0.0012891675,2011
Isaiah Thomas,2023,64296.0,0.000479821,2011
Ishmael Smith,2015,1100602.0,0.015722886,2010
Ishmael Smith,2016,6000000.0,0.06210023,2010
Ishmael Smith,2019,6000000.0,0.054975261,2010
Ishmael Smith,2021,4612500.0,0.041031366,2010
Ishmael Smith,2023,3196448.0,0.02385409,2010
Ishmail Wainright,2022,1201374.0,0.009715531,2021
Ivica Zubac,2019,7000000.0,0.064137805,2016
Ivica Zubac,2022,10933333.0,0.084868006,2016
J.J Hickson,2015,366337.0,0.005233386,2008
J.J. O'Brien,2016,874636.0,0.009290505,2015
J.J. Redick,2017,23000000.0,0.232105194,2006
J.J. Redick,2018,12250000.0,0.120252481,2006
J.J. Redick,2019,13250000.0,0.121403702,2006
J.P. Tokoto,2016,543471.0,0.005772824,2015
J.R. Smith,2015,5187500.0,0.074107143,2004
J.R. Smith,2016,14250000.0,0.144863693,2004
J.R. Smith,2019,289803.0,0.002655333,2004
Ja Morant,2023,39446090.0,0.278616714,2019
JaKarr Sampson,2015,619460.0,0.008849429,2014
JaKarr Sampson,2016,980431.0,0.010414274,2014
JaKarr Sampson,2017,50000.0,0.000504577,2014
JaKarr Sampson,2018,1567007.0,0.01538257,2014
JaKarr Sampson,2019,1737145.0,0.015916667,2014
JaKarr Sampson,2020,1882867.0,0.017251851,2014
JaMychal Green,2017,8100000.0,0.081741394,2012
JaMychal Green,2019,4886175.0,0.044769791,2012
JaMychal Green,2020,7379754.0,0.067617317,2012
JaMychal Green,2021,8200000.0,0.072944651,2012
JaMychal Green,2022,2628597.0,0.021257507,2012
JaVale McGee,2015,1270964.0,0.018156629,2008
JaVale McGee,2016,1403611.0,0.014909351,2008
JaVale McGee,2017,2116955.0,0.021363315,2008
JaVale McGee,2018,2393887.0,0.023499661,2008
JaVale McGee,2019,4100000.0,0.037566428,2008
JaVale McGee,2021,5000000.0,0.044478446,2008
JaVale McGee,2022,5734280.0,0.044511304,2008
JaVale McGee,2023,3196448.0,0.02385409,2008
Jabari Brown,2016,874636.0,0.009290505,2014
Jabari Parker,2018,20000000.0,0.196330581,2014
Jabari Parker,2019,6500000.0,0.059556533,2014
Jabari Parker,2020,1356882.0,0.01243249,2014
Jabari Parker,2021,2239544.0,0.019922287,2014
Jack Cooley,2015,845059.0,0.012072271,2013
Jack Cooley,2017,50000.0,0.000504577,2013
Jack White,2023,1961232.0,0.01463606,2022
Jae Crowder,2015,7000000.0,0.076690267,2012
Jae Crowder,2019,5384588.5,0.048895622,2012
Jae Crowder,2020,4929865.666666667,0.04473137566666666,2012
Jae Crowder,2021,1958501.0,0.017422216,2012
Jae Crowder,2022,2905851.0,0.023499664,2012
Jae Crowder,2023,3196448.0,0.02385409,2012
Jae¢®?Sean Tate,2022,6876811.0,0.053379993,2020
Jahlil Okafor,2018,1634747.0,0.016047541,2015
Jahlil Okafor,2020,2006445.0,0.01838414,2015
Jahlil Okafor,2021,2089448.0,0.01858708,2015
Jahmi'us Ramsey,2022,1836090.0,0.01484849,2020
Jahmi'us Ramsey,2023,1015657.0,0.007579516499999999,2020
Jaime Echenique,2021,925258.0,0.008230808,2020
Jaime Echenique,2022,1017781.0,0.008230812,2020
Jake Layman,2019,3761085.0,0.034461105,2016
Jake Layman,2022,2298385.0,0.018587077,2016
Jakob Poeltl,2020,8750000.0,0.078987515,2016
Jakob Poeltl,2023,19500000.0,0.137732939,2016
Jaleel Roberts,2016,543471.0,0.005772824,2015
Jalen Brunson,2022,26000000.0,0.19468121,2018
Jalen Harris,2022,1637966.0,0.013246258,2020
Jalen Jones,2018,1349383.0,0.013246257,2016
Jalen Jones,2019,1620564.0,0.014848488,2016
Jalen McDaniels,2023,4628900.0,0.03454403,2019
Jalen Smith,2022,5043773.0,0.039151369,2020
Jamal Crawford,2004,7920000.0,0.149192346,2000
Jamal Crawford,2011,2500000.0,0.043070774,2000
Jamal Crawford,2012,5337500.0,0.08906323,2000
Jamal Crawford,2016,14000000.0,0.144900536,2000
Jamal Crawford,2017,4436200.0,0.044768046,2000
Jamal Crawford,2018,2393887.0,0.023499661,2000
Jamal Crawford,2019,289803.0,0.002655333,2000
Jamal Murray,2020,31650600.0,0.264190364,2016
Jameer Nelson,2015,4540525.0,0.055324016,2004
Jameer Nelson,2017,2262871.0,0.022835831,2004
Jamel Artis,2018,1349383.0,0.013246257,2017
James Anderson,2015,1077272.0,0.0153896,2010
James Ennis III,2015,24855.0,0.000355071,2013
James Ennis III,2016,2963205.0,0.031475574,2013
James Ennis III,2018,1733358.0,0.017015559,2013
James Ennis III,2019,2006445.0,0.01838414,2013
James Ennis III,2020,3300000.0,0.030236394,2013
James Ennis III,2021,12871.0,0.000114496,2013
James Harden,2013,15756438.0,0.220456866,2009
James Harden,2016,29491212.0,0.299803921,2009
James Harden,2019,42782880.0,0.388119047,2009
James Harden,2022,34320000.0,0.277546399,2009
James Johnson,2013,842954.5,0.014365522500000002,2009
James Johnson,2014,2500000.0,0.03964164,2009
James Johnson,2016,4000000.0,0.042488555,2009
James Johnson,2017,14431700.0,0.143626158,2009
James Johnson,2021,2641691.0,0.023499662,2009
James Johnson,2022,1920533.5,0.0155313855,2009
James Johnson,2023,1163458.0,0.008682522666666666,2009
James Jones,2015,1499187.0,0.021416957,2003
James Jones,2016,1551659.0,0.016481937,2003
James McAdoo,2016,980431.0,0.010414274,2014
James McAdoo,2017,50000.0,0.000504577,2014
James Nunnally,2018,1468807.0,0.014418587,2013
James Webb III,2017,815615.0,0.008230803,2016
James Young,2017,1524305.0,0.01538257,2014
James Young,2018,1621415.0,0.015916667,2014
James Young,2020,1737145.0,0.015916667,2014
Jamorko Pickett,2022,1637966.0,0.013246258,2021
Jamorko Pickett,2023,1801769.0,0.013446037,2021
Jared Butler,2023,1942824.0,0.01402761,2021
Jared Cunningham,2015,981348.0,0.014019257,2012
Jared Cunningham,2019,1737145.0,0.015916667,2012
Jared Cunningham,2021,1789256.0,0.015916665,2012
Jared Dudley,2011,4250000.0,0.071479027,2007
Jared Dudley,2016,10000000.0,0.103500383,2007
Jared Dudley,2019,2564753.0,0.023499661,2007
Jared Dudley,2020,2564753.0,0.023499661,2007
Jared Harper,2020,9902.0,9.07e-05,2019
Jared Harper,2021,1669178.0,0.014848489,2019
Jared Sullinger,2016,5628000.0,0.059781396,2012
Jarell Eddie,2015,808066.5,0.011543807,2014
Jarell Eddie,2017,1524305.0,0.01538257,2014
Jarell Martin,2019,1737145.0,0.015916667,2015
Jaren Jackson Jr.,2022,26180000.0,0.196029003,2018
Jarnell Stokes,2016,1015838.0,0.010790372,2014
Jarnell Stokes,2018,1512601.0,0.014848492,2014
Jaron Blossomgame,2019,1445697.0,0.013246262,2018
Jarred Vanderbilt,2021,4374000.0,0.037056962,2018
Jarred Vanderbilt,2024,12000000.0,0.082549401,2018
Jarrett Allen,2021,20000000.0,0.155924447,2017
Jarrett Jack,2009,5000000.0,0.086312058,2005
Jarrett Jack,2013,6300000.0,0.098568925,2005
Jarrett Jack,2016,1551659.0,0.016481937,2005
Jarrett Jack,2017,2328652.0,0.023499662,2005
Jarrett Jack,2018,2393887.0,0.023499661,2005
Jarrod Uthoff,2017,1312611.0,0.013246254,2016
Jarrod Uthoff,2019,804526.5,0.007371509,2016
