name,start,salary,target,debut,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DeMarcus Cousins,2019,3500000.0,0.032068902,2010,C,27,77.4,77.4,34.28666667,8.653333333,18.59333333,0.4672,1.033333333,2.933333333,0.2602,7.633333333,15.63333333,0.490933333,0.494333333,6.7,8.96,0.749,2.586666667,9.42,12.02666667,3.926666667,1.526666667,1.446666667,4.06,3.86,25.06
DeMarcus Cousins,2020,894309.6666666666,0.0081941513333333,2010,C,28,69.2,69.2,32.94666667,8.173333333,17.71333333,0.464,1.213333333,3.553333333,0.315,6.993333333,14.13333333,0.501333333,0.498133333,6.18,8.24,0.751,2.246666667,9.06,11.32666667,4.066666667,1.486666667,1.486666667,3.84,3.82,23.78
DeMarcus Cousins,2021,900808.3333333334,0.0080133106666666,2010,C,28,69.2,69.2,32.94666667,8.173333333,17.71333333,0.464,1.213333333,3.553333333,0.315,6.993333333,14.13333333,0.501333333,0.498133333,6.18,8.24,0.751,2.246666667,9.06,11.32666667,4.066666667,1.486666667,1.486666667,3.84,3.82,23.78
DeMarre Carroll,2011,782834.0,0.0134869065,2009,SF,23,71.0,1.0,11.2,1.2,3.1,0.396,0.0,0.1,0.0,1.2,3.0,0.407,0.396,0.5,0.7,0.623,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.5,2.9
DeMarre Carroll,2013,2500000.0,0.04260468,2009,SF-PF,25,47.66666667,6.333333333,9.08888889,1.077777778,2.566666667,0.416555556,0.0777777777,0.233333333,0.0817777777,1.0,2.333333333,0.421333333,0.424111111,0.366666667,0.455555556,0.624333333,0.577777778,0.944444445,1.511111111,0.544444444,0.277777778,0.0666666667,0.266666667,1.022222222,2.577777778
DeMarre Carroll,2015,14500000.0,0.165250954,2009,SF,27,56.4,20.8,15.23333333,1.926666667,4.28,0.435933333,0.366666667,1.1,0.178666667,1.56,3.18,0.464,0.461866667,0.74,0.953333333,0.6822,0.906666667,1.686666667,2.566666667,0.866666667,0.646666667,0.18,0.48,1.493333333,4.966666667
DeMarre Carroll,2019,3847390.0,0.035251878,2009,PF,31,62.8,61.8,29.92,4.04,9.38,0.432,1.66,4.46,0.3718,2.38,4.9,0.4886,0.5208,1.66,2.28,0.72,1.28,3.9,5.18,1.5,1.28,0.3,1.1,2.3,11.42
Dean Wade,2023,6166667.0,0.044524671,2019,PF,25,42.0,15.66666667,14.76666667,1.6,3.433333333,0.526333333,0.8,2.166666667,0.408333333,0.8,1.3,0.663,0.633,0.3,0.433333333,0.478666667,0.5,2.133333333,2.633333333,0.8,0.466666667,0.233333333,0.366666667,1.2,4.333333333
Deandre Ayton,2022,33232282.0,0.248834648,2018,C,22,59.33333333,57.0,31.3,7.2,12.4,0.585666667,0.0666666667,0.233333333,0.143666667,7.166666667,12.16666667,0.593333333,0.587333333,1.9,2.5,0.756,3.433333333,7.3,10.76666667,1.7,0.733333333,1.2,1.8,2.933333333,16.3
Deividas Sirvydis,2021,1669178.0,0.014848489,2020,SG,20,20.0,0.0,6.7,0.7,2.0,0.35,0.5,1.4,0.357,0.2,0.6,0.333,0.475,0.2,0.3,0.5,0.0,1.5,1.5,0.3,0.1,0.0,0.3,0.5,2.1
Deividas Sirvydis,2022,1836090.0,0.01484849,2020,SG,20,20.0,0.0,6.7,0.7,2.0,0.35,0.5,1.4,0.357,0.2,0.6,0.333,0.475,0.2,0.3,0.5,0.0,1.5,1.5,0.3,0.1,0.0,0.3,0.5,2.1
Dejounte Murray,2020,16000000.0,0.139046201,2016,SG,26,68.75,66.75,32.175,6.95,15.075,0.46025,1.175,3.55,0.33925,5.725,11.525,0.49675,0.49825,2.0,2.475,0.80375,0.95,5.65,6.625,6.2,1.675,0.25,2.1,1.9,17.05
Dejounte Murray,2024,28517552.0,0.196175569,2016,SG,26,68.75,66.75,32.175,6.95,15.075,0.46025,1.175,3.55,0.33925,5.725,11.525,0.49675,0.49825,2.0,2.475,0.80375,0.95,5.65,6.625,6.2,1.675,0.25,2.1,1.9,17.05
Delon Wright,2019,9350000.0,0.085669782,2015,PG,25,41.0,1.666666667,15.26666667,2.0,4.533333333,0.445666667,0.466666667,1.266666667,0.361333333,1.533333333,3.233333333,0.478666667,0.492333333,1.333333333,1.666666667,0.778666667,0.533333333,1.5,2.033333333,2.033333333,0.766666667,0.333333333,0.866666667,0.866666667,5.8
Delon Wright,2022,8000000.0,0.06469613,2015,SG-PG,28,89.0,22.6,22.06,2.906666667,6.453333333,0.449133333,0.706666667,2.02,0.347466667,2.206666667,4.42,0.495533333,0.503866667,1.48,1.846666667,0.794466667,0.846666667,2.48,3.32,3.246666667,1.206666667,0.42,1.08,1.253333333,7.993333333
Delon Wright,2023,947205.0,0.007068694,2015,SG,29,99.0,24.2,22.54,2.866666667,6.293333333,0.455533333,0.746666667,2.1,0.356666667,2.126666667,4.18,0.506933333,0.517666667,1.3,1.606666667,0.813066667,0.846666667,2.68,3.54,3.306666667,1.246666667,0.38,1.02,1.173333333,7.753333333
Demetrius Jackson,2017,74159.0,0.000748378,2016,PG,23,17.5,0.0,4.416666667,0.6,1.016666666,0.6125,0.166666667,0.316666666,0.6905,0.433333333,0.7,0.618833334,0.7005,0.366666667,0.733333333,0.416666667,0.35,0.383333333,0.733333333,0.683333334,0.15,0.0333333334,0.3,0.216666666,1.75
Demetrius Jackson,2019,1620564.0,0.014848488,2016,PG,23,17.5,0.0,4.416666667,0.6,1.016666666,0.6125,0.166666667,0.316666666,0.6905,0.433333333,0.7,0.618833334,0.7005,0.366666667,0.733333333,0.416666667,0.35,0.383333333,0.733333333,0.683333334,0.15,0.0333333334,0.3,0.216666666,1.75
Deni Avdija,2024,13750000.0,0.094587855,2020,SF,22,70.66666667,26.66666667,24.7,2.9,6.833333333,0.428666667,0.966666667,3.133333333,0.309666667,1.933333333,3.733333333,0.53,0.500666667,1.133333333,1.566666667,0.713333333,0.666666667,4.766666667,5.5,2.0,0.733333333,0.4,1.1,2.566666667,7.966666667
Dennis Smith Jr.,2021,1789256.0,0.015916665,2017,PG,22,69.66666667,57.33333333,24.66666667,4.433333333,11.16666667,0.387666667,1.077777778,3.477777778,0.309111111,3.322222222,7.677777778,0.422888889,0.434222222,1.533333333,2.466666667,0.611888889,0.644444444,2.333333333,3.0,4.311111111,1.033333333,0.288888889,2.455555556,2.166666667,11.47777778
Dennis Smith Jr.,2022,2133278.0,0.017251854,2017,PG,23,63.75,47.5,22.43333333,3.825,9.741666667,0.375333333,0.958333333,3.15,0.2885,2.85,6.583333333,0.420333334,0.421583333,1.416666667,2.191666667,0.647583333,0.575,2.141666667,2.733333333,3.9,1.025,0.325,2.066666667,2.008333333,10.025
Dennis Smith Jr.,2023,2528233.0,0.01886741,2017,PG,24,58.4,38.8,21.38666667,3.48,8.813333333,0.383866667,0.806666667,2.66,0.2752,2.68,6.146666667,0.426466667,0.424066667,1.353333333,2.093333333,0.649266667,0.56,2.073333333,2.666666667,3.84,1.06,0.32,1.933333333,1.886666667,9.139999999
Denzel Valentine,2020,4642800.0,0.042539857,2016,SF,26,56.66666667,14.0,19.3,2.8,7.033333333,0.393333333,1.5,4.066666667,0.357666667,1.333333333,2.933333333,0.441,0.501333333,0.3,0.4,0.757666667,0.366666667,2.933333333,3.266666667,1.833333333,0.666666667,0.133333333,0.966666667,1.766666667,7.366666667
Denzel Valentine,2021,1038890.5,0.0092416715,2016,SF,26,56.66666667,14.0,19.3,2.8,7.033333333,0.393333333,1.5,4.066666667,0.357666667,1.333333333,2.933333333,0.441,0.501333333,0.3,0.4,0.757666667,0.366666667,2.933333333,3.266666667,1.833333333,0.666666667,0.133333333,0.966666667,1.766666667,7.366666667
Denzel Valentine,2022,2298385.0,0.018587077,2016,SG,27,58.0,11.25,18.65,2.725,6.95,0.38825,1.45,4.025,0.351,1.3,2.9,0.4385,0.49325,0.3,0.375,0.8035,0.375,2.9,3.25,1.8,0.625,0.125,0.9,1.6,7.15
Deron Williams,2015,5500000.0,0.078571429,2005,PG,29,80.6,79.4,35.94666667,6.213333333,14.35333333,0.436266667,1.726666667,4.88,0.353333333,4.506666667,9.453333333,0.478666667,0.496666667,4.173333333,5.006666667,0.826866667,0.466666667,2.946666667,3.413333333,8.786666666,1.246666667,0.286666667,3.166666667,2.54,18.34
Deron Williams,2016,5205366.5,0.055292125,2005,PG,30,79.0,75.2,34.78666667,5.793333333,13.83333333,0.419866667,1.726666667,4.9,0.352533333,4.086666667,8.953333333,0.457466667,0.482266667,3.893333333,4.606666667,0.833466667,0.406666667,2.906666667,3.313333333,8.006666666,1.166666667,0.306666667,2.966666667,2.46,17.2
Derrick Favors,2018,18800000.0,0.184550747,2010,PF,25,67.2,50.6,27.98,5.24,10.28,0.5062,0.02,0.1,0.0934,5.22,10.18,0.5092,0.507,2.42,3.62,0.67,2.44,5.2,7.64,1.26,0.96,1.44,1.6,2.74,12.92
Derrick Favors,2020,9720900.0,0.08775197,2010,C,27,67.8,63.8,27.54,5.44,10.2,0.5352,0.1,0.44,0.1814,5.34,9.76,0.5544,0.5408,2.2,3.32,0.6638,2.48,4.9,7.4,1.32,0.86,1.3,1.34,2.3,13.2
Derrick Favors,2022,16700.0,0.000135053,2010,C,29,64.4,47.0,22.92,4.08,7.14,0.5782,0.1,0.42,0.1766,3.98,6.7,0.5994,0.5838,1.36,2.12,0.6484,2.46,4.72,7.2,1.16,0.68,1.04,1.0,2.1,9.6
Derrick Favors,2023,3196448.0,0.02385409,2010,C,30,62.2,42.8,21.52,3.74,6.42,0.584,0.1,0.46,0.1416,3.66,5.94,0.612,0.5902,1.18,1.8,0.6534,2.4,4.5,6.92,1.06,0.58,0.94,0.8,2.0,8.76
Derrick Jones Jr.,2018,1578979.0,0.015500093,2016,SF,19,32.0,8.0,17.0,2.1,3.8,0.562,0.1,0.3,0.273,2.0,3.4,0.591,0.574,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3
Derrick Jones Jr.,2020,9489450.0,0.086947499,2016,SF,21,44.0,12.66666667,15.72222222,1.911111111,3.833333333,0.494666667,0.244444444,0.855555556,0.233111111,1.655555556,2.933333333,0.608111111,0.519555556,0.966666667,1.488888889,0.672555556,1.244444444,1.488888889,2.722222222,0.488888889,0.466666667,0.588888889,0.477777778,1.711111111,5.022222222
Derrick Jones Jr.,2022,3280000.0,0.026525413,2016,SF,23,49.8,19.4,18.63333333,2.266666667,4.52,0.499,0.406666667,1.413333333,0.259066667,1.853333333,3.08,0.624066667,0.538533333,1.1,1.633333333,0.687533333,1.226666667,1.893333333,3.113333333,0.673333333,0.6,0.653333333,0.506666667,1.906666667,6.073333333
Derrick Jones Jr.,2023,2709849.0,0.020222754,2016,PF,24,53.6,19.4,18.75333333,2.266666667,4.52,0.4942,0.466666667,1.593333333,0.270066667,1.793333333,2.92,0.632666667,0.541733333,1.14,1.653333333,0.706133333,1.226666667,2.053333333,3.273333333,0.713333333,0.62,0.693333333,0.546666667,1.926666667,6.133333333
Derrick Rose,2017,1543849.0,0.0155797989999999,2008,PG,27,41.5,41.5,32.05,6.725,16.625,0.40525,1.3,4.175,0.30625,5.45,12.45,0.437,0.44325,3.225,3.925,0.8155,0.75,2.55,3.3,5.45,0.7,0.325,3.1,1.325,17.95
Derrick Rose,2018,2393887.0,0.023499661,2008,PG,28,47.75,47.75,31.35,6.6,16.0,0.41425,1.0,3.3,0.2825,5.6,12.675,0.44,0.44425,2.85,3.4,0.831,0.825,2.575,3.4,4.575,0.65,0.225,2.9,1.325,17.0
Derrick Rose,2019,7500000.0,0.068719076,2008,PG,29,48.2,41.0,28.31333333,5.906666667,14.24666667,0.418066667,0.853333333,2.866666667,0.269333333,5.06,11.36,0.4462,0.445466667,2.573333333,3.053333333,0.8464,0.753333333,2.22,2.98,3.946666667,0.58,0.213333333,2.586666667,1.173333333,15.2
Derrick Rose,2021,14520730.0,0.123021066,2008,PG,31,56.2,34.4,26.75333333,6.326666667,13.66666667,0.460666667,0.633333333,2.026666667,0.280533333,5.72,11.6,0.4902,0.482666667,2.453333333,2.853333333,0.8604,0.653333333,2.06,2.72,4.086666667,0.62,0.233333333,2.086666667,1.053333333,15.7
Derrick Rose,2023,3276360.0,0.024450448,2008,PG,33,55.4,10.4,23.80666667,5.593333333,11.97333333,0.462466667,0.933333333,2.606666667,0.3344,4.693333333,9.346666667,0.493333333,0.500666667,2.013333333,2.286666667,0.8932,0.553333333,1.813333333,2.373333333,3.906666667,0.706666667,0.306666667,1.713333333,0.873333333,14.14
Derrick White,2021,17500000.0,0.141865436,2017,SG,25,50.66666667,25.0,19.56666667,2.833333333,6.033333333,0.474,0.8,2.033333333,0.439666667,2.1,4.033333333,0.482333333,0.553,1.6,2.033333333,0.775,0.433333333,2.4,2.833333333,2.633333333,0.6,0.6,1.033333333,1.633333333,8.133333333
Derrick Williams,2015,4499000.0,0.064271429,2011,SF-PF,22,100.0,33.66666667,22.33333333,3.255555556,7.811111111,0.415777778,0.566666667,1.977777778,0.275777778,2.688888889,5.866666667,0.463333333,0.449888889,2.233333333,3.1,0.723333333,1.044444444,3.566666667,4.611111111,0.577777778,0.555555556,0.433333333,1.111111111,1.433333333,9.311111111
Derrick Williams,2016,2433014.5,0.0258438175,2011,PF,23,93.5,26.75,21.7,3.166666667,7.508333333,0.423583333,0.6,2.008333333,0.285333333,2.591666667,5.5,0.47525,0.461916667,2.125,2.975,0.7135,0.933333333,3.225,4.133333333,0.608333333,0.541666667,0.35,1.033333333,1.3,9.058333333
Derrick Williams,2017,10406.0,0.000105012,2011,SF,24,90.8,23.2,20.94,3.173333333,7.426666667,0.428866667,0.6,1.986666667,0.286866667,2.593333333,5.44,0.4814,0.467133333,2.18,3.02,0.7224,0.866666667,3.2,4.046666667,0.666666667,0.513333333,0.3,0.986666667,1.22,9.106666667
Desmond Bane,2024,39446090.0,0.271354257,2020,SG,24,67.33333333,50.33333333,27.93333333,5.966666667,12.66666667,0.469666667,2.533333333,5.966666667,0.425333333,3.433333333,6.733333333,0.510333333,0.573,1.833333333,2.066666667,0.867333333,0.6,3.566666667,4.166666667,2.933333333,0.933333333,0.333333333,1.533333333,2.333333333,16.3
Devin Cannady,2023,2019706.0,0.015072433,2019,PG,25,6.5,0.0,19.15,2.2,6.15,0.367,1.9,4.7,0.39,0.3,1.45,0.2085,0.5055,0.9,1.15,0.7855,0.1,0.8,0.9,1.05,0.8,0.35,0.65,1.45,7.15
Devin Harris,2018,2393887.0,0.023499661,2004,PG,33,60.6,7.4,20.78,2.66,6.38,0.416,1.02,3.04,0.3312,1.64,3.36,0.4926,0.4946,1.82,2.38,0.7784,0.2,1.82,2.02,2.98,0.88,0.16,1.2,1.8,8.18
Devin Robinson,2019,1620564.0,0.014848488,2017,SF,22,1.0,0.0,13.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0
Devin Robinson,2020,1620564.0,0.014848488,2017,SF,23,4.0,0.0,13.3,1.85,3.8,0.4635,0.0,0.15,0.0,1.85,3.65,0.483,0.4635,0.65,1.0,0.3215,1.45,2.5,3.95,0.45,0.8,0.45,0.15,1.8,4.35
Devin Vassell,2024,27000000.0,0.185736151,2020,SG,22,57.0,23.66666667,25.1,4.5,10.46666667,0.424,1.8,4.933333333,0.365,2.666666667,5.533333333,0.478666667,0.511,1.333333333,1.6,0.820333333,0.4,3.266666667,3.666666667,2.133333333,0.966666667,0.433333333,0.9,1.633333333,12.1
Devon Dotson,2022,1836090.0,0.01484849,2020,PG,21,11.0,0.0,4.5,1.0,1.9,0.524,0.1,0.6,0.143,0.9,1.3,0.714,0.548,0.0,0.0,0.0,0.2,0.3,0.5,0.6,0.4,0.0,0.0,0.3,2.1
Devon Dotson,2023,2092354.0,0.015614582,2020,PG,22,11.0,0.0,6.1,1.0,2.0,0.501,0.15,0.7,0.1825,0.85,1.3,0.6785,0.535,0.25,0.4,0.278,0.15,0.5,0.65,1.0,0.25,0.0,0.25,0.65,2.35
Devontae Cacok,2021,1016855.5,0.0090456305,2019,C,23,1.0,0.0,9.0,3.0,6.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,0.5,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0
Devontae Cacok,2022,1902133.0,0.015382581,2019,PF,24,10.5,0.5,6.95,1.95,3.75,0.543,0.0,0.0,0.0,1.95,3.75,0.543,0.543,0.15,0.3,0.2275,1.3,2.0,3.3,0.55,0.15,0.1,0.15,0.2,4.0
Devonte' Graham,2021,11825000.0,0.095860502,2018,PG,24,54.5,28.0,24.9,3.7,10.0,0.3625,2.1,5.95,0.327,1.65,4.05,0.409,0.458,1.9,2.35,0.7905,0.45,1.95,2.4,5.05,0.75,0.1,1.8,1.4,11.45
Dewayne Dedmon,2016,2963205.0,0.031475574,2013,C,25,60.5,13.5,12.4375,1.25,2.4625,0.457125,0.0,0.0,0.0,1.25,2.4625,0.458625,0.457125,0.6,1.025,0.572875,1.4875,2.7,4.1875,0.175,0.225,0.6875,0.7,2.1,3.1625
Dewayne Dedmon,2017,7050000.0,0.071145288,2013,C,26,59.66666667,15.66666667,12.35833333,1.4,2.675,0.491083333,0.0,0.0,0.0,1.4,2.675,0.492083333,0.491083333,0.733333333,1.116666667,0.631916667,1.391666667,2.733333333,4.091666667,0.183333333,0.283333333,0.725,0.666666667,2.033333333,3.575
Dewayne Dedmon,2019,13333333.0,0.122167244,2013,C,28,63.4,26.0,15.895,2.06,3.825,0.52385,0.16,0.46,0.071,1.9,3.365,0.53865,0.53445,0.84,1.19,0.67475,1.495,3.86,5.335,0.53,0.39,0.755,0.84,2.22,5.165
Dewayne Dedmon,2020,580811.0,0.005321706,2013,C,29,63.8,34.0,18.8,2.66,5.02,0.5518,0.42,1.14,0.1474,2.26,3.88,0.5822,0.5782,1.0,1.36,0.7146,1.62,4.56,6.16,0.78,0.58,0.86,1.0,2.52,6.8
Dewayne Dedmon,2021,2389641.0,0.021257504,2013,C,30,69.6,38.2,19.72666667,2.866666667,5.76,0.5192,0.533333333,1.68,0.189066667,2.353333333,4.08,0.576666667,0.554266667,1.02,1.3,0.777,1.5,4.94,6.413333333,0.846666667,0.653333333,0.913333333,1.066666667,2.686666667,7.326666667
Dewayne Dedmon,2022,2673507.0,0.021620695,2013,C,31,61.2,34.2,19.90666667,3.106666667,5.96,0.549,0.553333333,1.74,0.229066667,2.573333333,4.22,0.614866667,0.585466667,1.08,1.38,0.7752,1.62,5.1,6.713333333,0.966666667,0.693333333,0.833333333,1.106666667,2.766666667,7.866666667
Deyonta Davis,2018,1182423.5,0.011607295,2016,C,20,36.0,0.0,6.6,0.7,1.3,0.511,0.0,0.0,0.0,0.7,1.3,0.511,0.511,0.3,0.5,0.556,0.6,1.1,1.7,0.1,0.1,0.5,0.2,1.1,1.6
Dillon Brooks,2020,11666667.0,0.10531669,2017,SF,23,50.0,37.0,23.5,3.4,8.1,0.421,0.95,2.7,0.3655,2.45,5.4,0.4495,0.482,1.35,1.85,0.74,0.55,1.85,2.4,1.25,0.75,0.2,1.3,2.8,9.25
Dillon Brooks,2023,21500000.0,0.151859395,2017,SF,26,54.4,49.0,26.68,5.26,12.52,0.42,1.44,4.26,0.3484,3.8,8.28,0.4556,0.4792,2.02,2.54,0.7904,0.74,2.1,2.84,1.94,0.94,0.3,1.54,3.24,14.06
Dion Waiters,2016,2963205.0,0.031475574,2012,SG,23,97.0,39.33333333,28.54444444,5.411111111,13.1,0.414111111,1.066666667,3.311111111,0.322888889,4.355555556,9.755555556,0.445111111,0.455111111,2.122222222,3.011111111,0.709,0.466666667,2.088888889,2.511111111,2.677777778,1.011111111,0.255555556,1.866666667,2.0,14.08888889
Dion Waiters,2017,13000000.0,0.125765071,2012,SG,24,92.25,33.25,28.30833333,4.958333333,12.1,0.410333333,1.075,3.258333333,0.331666667,3.891666667,8.816666667,0.439083333,0.456333333,1.941666667,2.758333333,0.71,0.475,2.091666667,2.533333333,2.508333333,1.008333333,0.241666667,1.775,1.95,13.01666667
Dion Waiters,2019,503656.0,0.00461477,2012,SG,26,76.8,31.6,29.02666667,5.166666667,12.62,0.410266667,1.36,4.026666667,0.343533333,3.813333333,8.593333333,0.442266667,0.464666667,1.733333333,2.526666667,0.6958,0.44,2.293333333,2.726666667,3.026666667,0.946666667,0.273333333,1.92,2.0,13.49333333
Dionte Christmas,2015,845059.0,0.012072271,2012,SF,27,31.0,0.0,6.4,0.7,2.0,0.355,0.3,1.0,0.29,0.4,1.0,0.419,0.427,0.6,0.8,0.75,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3
Dionte Christmas,2016,874636.0,0.009290505,2012,SF,27,31.0,0.0,6.4,0.7,2.0,0.355,0.3,1.0,0.29,0.4,1.0,0.419,0.427,0.6,0.8,0.75,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.6,2.3
Dirk Nowitzki,2016,25000000.0,0.265553467,2020,PF,36,69.0,67.8,32.32,7.34,15.26,0.4802,1.28,3.28,0.3906,6.08,11.98,0.5048,0.5226,4.22,4.78,0.8858,0.64,5.92,6.52,2.38,0.66,0.56,1.54,2.1,20.18
Dirk Nowitzki,2017,5000000.0,0.050457651,2020,PF,37,69.4,68.2,31.76,6.98,14.98,0.4664,1.44,3.74,0.3856,5.58,11.28,0.4938,0.5144,3.8,4.3,0.886,0.64,5.82,6.42,2.22,0.7,0.58,1.38,2.04,19.24
Dirk Nowitzki,2018,5000000.0,0.049082645,2020,PF,38,67.8,66.6,30.34,6.56,14.16,0.4624,1.48,3.84,0.3876,5.1,10.36,0.4902,0.5144,3.14,3.58,0.8818,0.58,5.84,6.38,2.08,0.68,0.62,1.18,2.04,17.76
Domantas Sabonis,2020,18725000.0,0.162727507,2016,C,22,76.33333333,30.0,23.13333333,4.2,8.1,0.501,0.3,0.9,0.400333333,3.866666667,7.2,0.518,0.524,1.866666667,2.566666667,0.707333333,1.766666667,5.1,6.866666667,1.966666667,0.533333333,0.4,1.7,2.9,10.53333333
Domantas Sabonis,2024,46504000.0,0.319906444,2016,C,26,80.2,66.0,32.89333333,7.06,12.48,0.5698,0.426666667,1.36,0.353466667,6.633333333,11.1,0.598666667,0.586533333,3.646666667,4.953333333,0.730666667,2.86,8.76,11.63333333,5.446666667,0.873333333,0.46,2.88,3.3,18.18
Donald Sloan,2012,762195.0,0.013131331,2011,PG,24,66.0,22.0,15.575,1.875,4.825,0.3835,0.05,0.65,0.04275,1.85,4.2,0.43475,0.38625,0.55,0.8,0.51875,0.5,1.1,1.6,2.65,0.425,0.05,1.325,0.925,4.325
Donald Sloan,2013,916228.0,0.01561424,2011,PG,24,66.0,22.0,15.575,1.875,4.825,0.3835,0.05,0.65,0.04275,1.85,4.2,0.43475,0.38625,0.55,0.8,0.51875,0.5,1.1,1.6,2.65,0.425,0.05,1.325,0.925,4.325
Donald Sloan,2015,1015421.0,0.014506014,2011,SG,26,53.33333333,7.666666667,10.84722222,1.213888889,3.219444444,0.330055556,0.161111111,0.716666667,0.175361111,1.061111111,2.555555556,0.37125,0.355305556,0.494444444,0.666666667,0.550694444,0.233333333,0.9,1.122222222,1.65,0.263888889,0.0166666667,0.786111111,0.619444444,3.052777778
Donald Sloan,2017,1709538.0,0.017251854,2011,PG,28,54.8,15.4,15.00833333,1.768333333,4.411666667,0.367633333,0.376666667,1.25,0.244616667,1.416666667,3.193333333,0.40795,0.405183333,0.776666667,1.04,0.636216667,0.24,1.56,1.773333333,2.59,0.338333333,0.03,0.971666667,0.791666667,4.711666667
Donald Sloan,2018,1757429.0,0.017251853,2011,PG,28,54.8,15.4,15.00833333,1.768333333,4.411666667,0.367633333,0.376666667,1.25,0.244616667,1.416666667,3.193333333,0.40795,0.405183333,0.776666667,1.04,0.636216667,0.24,1.56,1.773333333,2.59,0.338333333,0.03,0.971666667,0.791666667,4.711666667
Donovan Mitchell,2021,32600060.0,0.254157316,2017,SG,23,75.0,72.33333333,33.8,8.266666667,18.83333333,0.439333333,2.433333333,6.866666667,0.356,5.833333333,12.0,0.488,0.504,3.7,4.533333333,0.824666667,0.766666667,3.333333333,4.066666667,4.066666667,1.3,0.3,2.733333333,2.633333333,22.76666667
Donte DiVincenzo,2020,15891.0,0.000145602,2018,SG,22,27.0,0.0,15.2,1.9,4.6,0.403,0.8,3.1,0.265,1.0,1.5,0.683,0.492,0.3,0.4,0.75,0.6,1.8,2.4,1.1,0.5,0.2,0.7,1.4,4.9
Donte DiVincenzo,2022,4612500.0,0.037301363,2018,SG,24,53.0,30.0,21.9,3.066666667,7.133333333,0.426,1.366666667,4.0,0.326666667,1.7,3.133333333,0.575,0.518666667,0.7,0.933333333,0.733666667,0.933333333,3.366666667,4.333333333,2.166666667,0.966666667,0.233333333,1.166666667,1.6,8.166666667
Donte DiVincenzo,2023,11717500.0,0.08276337,2018,SG,25,60.75,23.0,22.31666667,2.991666667,7.316666667,0.4065,1.45,4.283333333,0.327583333,1.533333333,3.05,0.525666667,0.502666667,0.941666667,1.183333333,0.761416667,0.95,3.283333333,4.241666667,2.3,0.991666667,0.225,1.3,1.6,8.333333333
Dorell Wright,2016,1551659.0,0.016481937,2004,SF,29,67.6,33.2,22.96,3.12,7.72,0.3988,1.54,4.2,0.3664,1.58,3.52,0.4422,0.503,1.3,1.62,0.804,0.66,3.1,3.76,1.64,0.8,0.4,0.84,1.38,9.1
Dorian Finney-Smith,2019,4000000.0,0.036650174,2016,PF,24,51.0,24.0,20.8,1.85,4.95,0.376,0.85,2.8,0.296,1.0,2.2,0.48,0.4595,0.55,0.75,0.7435,0.85,2.3,3.15,1.0,0.55,0.25,0.8,1.75,5.1
Dorian Finney-Smith,2022,13890240.0,0.104006489,2016,PF,27,62.8,40.4,25.6,2.72,6.32,0.4244,1.26,3.6,0.3346,1.46,2.72,0.5418,0.5202,0.72,1.0,0.7348,1.4,3.04,4.44,1.3,0.7,0.36,0.86,2.12,7.4
Doug McDermott,2018,7333333.0,0.069507301,2014,SF,25,83.0,4.666666667,18.05555556,2.677777778,6.066666667,0.434,0.988888889,2.455555556,0.370111111,1.7,3.588888889,0.477777778,0.508888889,0.722222222,0.866666667,0.778222222,0.333333333,1.777777778,2.077777778,0.577777778,0.166666667,0.0555555556,0.577777778,1.188888889,7.0
Doug McDermott,2021,13750000.0,0.116491365,2014,PF,28,104.2,4.6,20.91333333,3.28,7.0,0.469466667,1.353333333,3.2,0.4144,1.94,3.826666667,0.5176,0.564,0.853333333,1.006666667,0.826266667,0.373333333,1.933333333,2.28,0.906666667,0.206666667,0.113333333,0.606666667,1.486666667,8.72
Draymond Green,2015,16400000.0,0.17967434,2012,SF,23,80.5,6.5,17.65,1.7,4.45,0.367,0.45,1.4,0.271,1.25,3.0,0.4085,0.4105,0.8,1.1,0.7425,0.85,3.25,4.15,1.3,0.85,0.6,0.85,2.4,4.55
Draymond Green,2020,24916591.0,0.216534833,2012,PF,28,74.4,74.4,32.54,3.94,8.72,0.45,1.1,3.42,0.3238,2.82,5.32,0.533,0.513,1.88,2.66,0.7064,1.28,6.82,8.1,6.46,1.58,1.3,2.56,2.94,10.86
Draymond Green,2023,25000000.0,0.176580691,2012,PF,31,57.6,57.2,30.56,3.06,6.82,0.452,0.68,2.48,0.2862,2.36,4.36,0.5394,0.5022,1.36,1.84,0.736,0.88,6.26,7.1,7.26,1.44,1.02,2.76,2.86,8.18
