name,start,salary,target,debut,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Harris,2016,1015838.0,0.010790372,2014,SG,23,51.0,1.0,9.7,0.9,2.4,0.4,0.6,1.6,0.369,0.3,0.7,0.472,0.529,0.2,0.3,0.6,0.1,0.7,0.8,0.5,0.1,0.0,0.5,1.2,2.7
Joe Harris,2018,8000000.0,0.078532233,2014,SG,25,36.0,4.0,11.53333333,1.366666667,3.4,0.358333333,0.8,2.233333333,0.334666667,0.533333333,1.133333333,0.320333333,0.482333333,0.3,0.4,0.438,0.133333333,1.266666667,1.4,0.633333333,0.233333333,0.0666666667,0.6,1.233333333,3.833333333
Joe Harris,2020,18750000.0,0.162944767,2014,SG,27,52.4,20.4,18.02,2.58,5.6,0.4132,1.34,3.28,0.3794,1.22,2.32,0.4156,0.5362,0.68,0.86,0.5936,0.36,1.92,2.26,1.18,0.32,0.14,0.92,1.62,7.2
Joe Ingles,2015,2150000.0,0.030714286,2014,SF,28,80.0,17.0,18.25,1.7,4.05,0.4205,0.95,2.6,0.371,0.7,1.45,0.512,0.541,0.3,0.35,0.736,0.25,1.75,2.05,1.75,0.8,0.05,1.0,1.4,4.6
Joe Ingles,2017,13000000.0,0.125765071,2014,SF,28,80.0,17.0,18.25,1.7,4.05,0.4205,0.95,2.6,0.371,0.7,1.45,0.512,0.541,0.3,0.35,0.736,0.25,1.75,2.05,1.75,0.8,0.05,1.0,1.4,4.6
Joe Ingles,2019,898310.0,0.008230804,2014,SF,30,81.0,35.25,22.975,2.5,5.6,0.44,1.475,3.575,0.40575,1.0,2.025,0.50275,0.57,0.5,0.625,0.7505,0.275,2.575,2.875,2.75,0.975,0.1,1.3,1.75,6.95
Joe Ingles,2020,1208146.0,0.01106969,2014,PF,31,81.2,44.6,24.64,2.88,6.44,0.4416,1.64,4.04,0.4028,1.22,2.4,0.5088,0.569,0.62,0.8,0.7418,0.3,2.78,3.1,3.34,1.02,0.12,1.52,1.84,7.98
Joe Ingles,2021,13036364.0,0.115967442,2014,PF,32,79.8,47.2,26.34,3.18,7.08,0.4476,1.86,4.5,0.4114,1.34,2.58,0.5152,0.58,0.74,0.96,0.7492,0.32,3.1,3.44,3.92,1.02,0.14,1.68,1.94,8.94
Joe Ingles,2022,3245572.333333333,0.0262469963333333,2014,SF,33,77.0,52.8,28.86,3.7,8.04,0.4602,2.2,5.2,0.4244,1.52,2.84,0.527,0.5974,0.92,1.18,0.7736,0.36,3.42,3.78,4.62,1.02,0.18,1.86,2.06,10.52
Joe Ingles,2023,6509853.0,0.0485809924999999,2014,SF,34,69.6,50.6,29.04,3.72,8.2,0.4506,2.24,5.52,0.4056,1.48,2.68,0.5562,0.5876,0.88,1.12,0.7812,0.36,3.36,3.72,4.78,0.88,0.18,1.8,2.02,10.54
Joe Johnson,2015,414481.0,0.005921157,2001,SG,32,71.8,71.8,35.66,6.92,15.46,0.4464,1.84,4.96,0.366,5.1,10.54,0.4824,0.5066,2.4,2.94,0.8208,0.8,2.96,3.74,3.94,0.78,0.14,1.8,1.6,18.08
Joe Johnson,2016,10752500.0,0.114214546,2001,SG,33,72.6,72.6,35.04,6.36,14.38,0.4418,1.8,4.88,0.364,4.58,9.54,0.4792,0.5044,2.18,2.68,0.8174,0.74,3.04,3.78,3.7,0.7,0.16,1.76,1.52,16.7
Joe Johnson,2017,749905.0,0.007567689,2001,SF,34,90.6,90.6,34.56,5.9,13.28,0.444066667,1.86,4.8,0.382666667,4.066666667,8.493333333,0.4782,0.513066667,1.92,2.34,0.8202,0.7,2.966666667,3.666666667,3.533333333,0.72,0.146666667,1.746666667,1.526666667,15.55333333
Joe Johnson,2019,2564753.0,0.023499661,2001,SF,36,101.8,68.6,29.22666667,4.466666667,10.15333333,0.436333333,1.44,3.806666667,0.367533333,3.046666667,6.34,0.478533333,0.5062,1.346666667,1.646666667,0.828266667,0.513333333,3.06,3.56,2.72,0.586666667,0.126666667,1.386666667,1.473333333,11.71333333
Joe Johnson,2021,15182.0,0.000135054,2001,SF,36,101.8,68.6,29.22666667,4.466666667,10.15333333,0.436333333,1.44,3.806666667,0.367533333,3.046666667,6.34,0.478533333,0.5062,1.346666667,1.646666667,0.828266667,0.513333333,3.06,3.56,2.72,0.586666667,0.126666667,1.386666667,1.473333333,11.71333333
Joe Wieskamp,2022,1712221.5,0.013846763,2021,SG,22,29.0,0.0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1
Joe Wieskamp,2023,2019706.0,0.015072433,2021,SG,22,29.0,0.0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,2.1
Joel Anthony,2015,2500000.0,0.035714286,2007,C,31,69.4,16.2,14.29333333,0.793333333,1.54,0.490266667,0.0,0.0,0.0,0.793333333,1.54,0.490266667,0.490266667,0.526666667,0.806666667,0.6538,1.126666667,1.573333333,2.7,0.173333333,0.253333333,0.993333333,0.46,1.573333333,2.053333333
Joel Anthony,2016,954228.0,0.0101359425,2007,C,32,63.2,13.0,12.65333333,0.733333333,1.4,0.510866667,0.0,0.0,0.0,0.733333333,1.4,0.510866667,0.510866667,0.426666667,0.646666667,0.6468,0.966666667,1.493333333,2.46,0.153333333,0.233333333,0.913333333,0.38,1.393333333,1.873333333
Joel Anthony,2017,2328652.0,0.023499662,2007,C,33,52.0,10.8,9.773333333,0.653333333,1.24,0.523866667,0.0,0.0,0.0,0.653333333,1.24,0.523866667,0.523866667,0.366666667,0.526666667,0.668,0.766666667,1.193333333,1.98,0.113333333,0.233333333,0.793333333,0.3,1.033333333,1.653333333
Joel Embiid,2018,29542010.0,0.273181109,2014,C,22,31.0,31.0,25.4,6.5,13.8,0.466,1.2,3.2,0.367,5.3,10.7,0.495,0.508,6.2,7.9,0.783,2.0,5.9,7.8,2.1,0.9,2.5,3.8,3.6,20.2
Joel Embiid,2023,53320232.0,0.376612937,2014,C,27,59.4,59.4,31.68,8.7,17.68,0.4912,1.16,3.52,0.3374,7.5,14.16,0.5298,0.5244,7.92,9.7,0.8106,2.38,9.34,11.7,3.38,0.86,1.58,3.3,3.02,26.5
Joffrey Lauvergne,2017,1590199.0,0.016047541,2013,C,24,41.5,8.0,14.4,2.4,5.05,0.4585,0.15,0.8,0.2165,2.25,4.25,0.5045,0.4755,0.95,1.2,0.771,1.2,2.85,4.05,0.7,0.25,0.35,0.9,1.85,5.9
John Collins,2021,25000000.0,0.194905559,2017,PF,22,58.66666667,42.0,29.1,6.8,11.93333333,0.573,0.833333333,2.266666667,0.363,5.966666667,9.633333333,0.616333333,0.605333333,2.666666667,3.533333333,0.759333333,2.933333333,6.133333333,9.066666667,1.6,0.6,1.1,1.733333333,3.2,17.2
John Henson,2016,12000000.0,0.121990478,2012,C,24,66.66666667,14.33333333,19.3,3.466666667,6.533333333,0.528666667,0.0,0.0,0.0,3.466666667,6.533333333,0.530333333,0.528666667,1.133333333,2.066666667,0.538666667,2.033333333,3.466666667,5.5,1.0,0.433333333,1.466666667,1.2,2.066666667,8.033333333
John Henson,2020,15891.0,0.000145602,2012,C,28,54.4,24.0,18.76,2.9,5.4,0.536,0.16,0.46,0.0996,2.74,4.94,0.5564,0.5526,1.06,1.74,0.6042,1.62,3.48,5.12,1.06,0.46,1.48,1.06,2.2,7.04
John Jenkins,2015,1070434.0,0.013042701,2012,SG,22,37.0,1.0,13.5,1.65,4.0,0.4135,0.6,1.85,0.303,1.1,2.2,0.5,0.4825,0.65,0.7,0.9215,0.25,1.4,1.6,0.85,0.15,0.15,0.75,0.7,4.6
John Jenkins,2017,1577230.0,0.015916664,2012,SG,24,46.0,2.75,12.63333333,1.741666667,3.95,0.440916667,0.616666667,1.775,0.325666667,1.166666667,2.225,0.52525,0.513916667,0.616666667,0.691666667,0.881416667,0.2,1.358333333,1.525,0.75,0.216666667,0.075,0.6,0.625,4.733333333
John Jenkins,2018,751292.6666666666,0.007375097,2012,SG,25,37.6,2.2,10.76666667,1.493333333,3.42,0.432733333,0.553333333,1.52,0.360533333,0.993333333,1.94,0.4868,0.511133333,0.593333333,0.653333333,0.905133333,0.16,1.146666667,1.28,0.66,0.173333333,0.06,0.48,0.5,4.146666667
John Konchar,2020,2250000.0,0.019553372,2019,SG,26,51.5,7.5,15.4,1.675,3.275,0.52375,0.575,1.525,0.40675,1.1,1.8,0.611,0.608,0.375,0.5,0.6655,0.95,2.625,3.6,1.3,0.7,0.25,0.425,1.05,4.25
John Konchar,2024,6165000.0,0.042409755,2019,SG,26,51.5,7.5,15.4,1.675,3.275,0.52375,0.575,1.525,0.40675,1.1,1.8,0.611,0.608,0.375,0.5,0.6655,0.95,2.625,3.6,1.3,0.7,0.25,0.425,1.05,4.25
John Wall,2014,16957900.0,0.207880454,2010,PG,22,61.33333333,57.33333333,35.56666667,6.033333333,14.2,0.424333333,0.233333333,1.066666667,0.211333333,5.8,13.13333333,0.439,0.433333333,4.733333333,6.0,0.786333333,0.633333333,3.733333333,4.366666667,7.966666667,1.5,0.733333333,3.633333333,2.333333333,17.06666667
John Wall,2019,42782880.0,0.388119047,2010,PG,27,71.4,71.4,35.84,7.24,16.66,0.4346,1.24,3.68,0.34,5.96,12.98,0.46,0.4722,4.14,5.32,0.7816,0.56,3.74,4.3,9.86,1.76,0.72,3.9,2.2,19.86
John Wall,2022,6640975.0,0.053705673,2010,PG,30,47.75,47.75,34.375,7.525,17.55,0.42975,1.55,4.775,0.32925,6.0,12.75,0.468,0.474,4.375,5.875,0.74325,0.55,3.125,3.675,8.975,1.5,0.85,3.825,1.825,20.95
Johnathan Motley,2020,1678854.0,0.015382573,2017,PF,23,16.5,2.0,11.55,2.7,5.05,0.5335,0.05,0.3,0.0835,2.65,4.75,0.561,0.537,1.25,2.15,0.568,1.05,2.35,3.4,0.55,0.25,0.15,0.75,1.4,6.65
Johnny O'Bryant,2016,911662.5,0.0096838055,2014,PF,21,34.0,15.0,10.8,1.3,3.5,0.367,0.0,0.0,0.0,1.3,3.5,0.367,0.367,0.4,0.8,0.444,0.8,1.1,1.9,0.5,0.1,0.1,0.7,1.3,2.9
Johnny O'Bryant,2021,1789256.0,0.015916665,2014,PF,21,34.0,15.0,10.8,1.3,3.5,0.367,0.0,0.0,0.0,1.3,3.5,0.367,0.367,0.4,0.8,0.444,0.8,1.1,1.9,0.5,0.1,0.1,0.7,1.3,2.9
Jon Leuer,2016,10500000.0,0.106741668,2011,PF,25,53.5,4.5,11.4,1.858333333,3.9,0.482666667,0.175,0.458333333,0.26075,1.683333333,3.466666667,0.497916667,0.499666667,0.525,0.758333333,0.654833333,0.775,1.866666667,2.608333333,0.491666667,0.3,0.2,0.491666667,1.258333333,4.366666667
Jonas Jerebko,2015,5000000.0,0.071428571,2009,PF,26,64.25,22.0,20.15,2.825,6.075,0.46725,0.5,1.5,0.33375,2.35,4.6,0.51025,0.51225,1.325,1.7,0.7545,1.525,2.8,4.325,0.725,0.675,0.25,0.9,2.125,7.475
Jonas Jerebko,2017,4100000.0,0.041375274,2009,PF,28,81.0,3.0,16.88666667,2.306666667,5.14,0.449333333,0.566666667,1.586666667,0.361333333,1.753333333,3.58,0.484466667,0.508533333,1.053333333,1.3,0.787466667,1.193333333,2.58,3.78,0.786666667,0.526666667,0.22,0.78,1.846666667,6.22
Jonas Jerebko,2018,2176260.0,0.02136332,2009,PF,29,83.8,1.6,15.46666667,1.946666667,4.4,0.442733333,0.586666667,1.586666667,0.370133333,1.373333333,2.84,0.485266667,0.512133333,0.793333333,1.02,0.766866667,1.053333333,2.46,3.52,0.826666667,0.466666667,0.2,0.68,1.666666667,5.24
Jonathan Isaac,2021,17400000.0,0.141054776,2017,PF,22,45.33333333,35.33333333,25.1,3.366666667,7.766666667,0.426,0.866666667,2.666666667,0.337,2.433333333,5.1,0.475,0.483666667,1.333333333,1.666666667,0.784666667,1.2,4.133333333,5.333333333,1.066666667,1.2,1.566666667,1.133333333,2.033333333,8.966666667
Jonathon Simmons,2015,699865.0,0.009998071,2012,SG,26,55.0,2.0,14.8,2.2,4.4,0.504,0.3,0.9,0.383,1.9,3.5,0.533,0.541,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1.0,1.9,6.0
Jonathon Simmons,2017,6666667.0,0.066347538,2013,SG,26,55.0,2.0,14.8,2.2,4.4,0.504,0.3,0.9,0.383,1.9,3.5,0.533,0.541,1.3,1.7,0.75,0.3,1.5,1.7,1.1,0.4,0.1,1.0,1.9,6.0
Jontay Porter,2022,1836090.0,0.01484849,2019,PF,21,11.0,0.0,4.9,0.7,1.4,0.533,0.3,0.7,0.375,0.5,0.6,0.714,0.633,0.3,0.5,0.6,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2.0
Jontay Porter,2023,2019706.0,0.015072433,2019,PF,21,11.0,0.0,4.9,0.7,1.4,0.533,0.3,0.7,0.375,0.5,0.6,0.714,0.633,0.3,0.5,0.6,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2.0
Jordan Bell,2019,1313481.0,0.0120348265,2017,C,23,57.0,13.0,14.2,2.0,3.2,0.627,0.0,0.1,0.0,2.0,3.2,0.641,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6
Jordan Bell,2020,845176.5,0.0077439665,2017,C,24,62.5,8.0,12.9,1.75,3.0,0.5715,0.0,0.05,0.0,1.75,3.0,0.581,0.5715,0.45,0.7,0.646,0.95,2.25,3.15,1.45,0.45,0.9,0.75,1.4,3.95
Jordan Bell,2021,899769.5,0.0080040825,2017,C,25,61.0,5.333333333,11.71111111,1.6,2.888888889,0.545888889,0.133333333,0.277777778,0.135777778,1.466666667,2.644444444,0.543111111,0.566888889,0.555555556,0.822222222,0.675,0.966666667,1.966666667,2.9,1.2,0.377777778,0.677777778,0.822222222,1.188888889,3.888888889
Jordan Bell,2023,2346614.0,0.017512045,2017,C,27,39.2,3.6,10.23333333,1.133333333,2.38,0.372066667,0.08,0.213333333,0.0814666666,1.053333333,2.18,0.375133333,0.384666667,0.413333333,0.646666667,0.471666667,1.006666667,1.806666667,2.793333333,1.0,0.5,0.633333333,0.646666667,1.393333333,2.753333333
Jordan Clarkson,2016,12500000.0,0.127073415,2014,PG,22,59.0,38.0,25.0,4.5,10.1,0.448,0.6,2.1,0.314,3.9,8.1,0.482,0.48,2.2,2.7,0.829,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9
Jordan Clarkson,2020,12880000.0,0.111932192,2014,SG,26,92.6,28.0,27.4,5.6,12.65333333,0.445133333,1.326666667,3.986666667,0.335,4.3,8.666666667,0.4948,0.497133333,1.953333333,2.4,0.815333333,0.873333333,2.346666667,3.22,2.693333333,0.9,0.14,1.7,1.693333333,14.51333333
Jordan Clarkson,2024,14189146.0,0.099224797,2014,SG,30,86.2,13.4,27.52,6.42,14.7,0.437733333,2.38,7.033333333,0.339066667,4.066666667,7.666666667,0.528333333,0.518933333,2.2,2.62,0.8438,0.88,2.6,3.48,2.753333333,0.706666667,0.186666667,1.873333333,1.673333333,17.42666667
Jordan Crawford,2015,1015421.0,0.014506014,2010,SG-PG,25,112.5,41.5,24.3,4.475,11.10833333,0.40125,1.066666667,3.525,0.30375,3.391666666,7.6,0.447166666,0.451166667,1.925,2.341666667,0.8165,0.583333333,1.975,2.566666666,3.05,0.716666666,0.0833333333,1.925,1.525,11.94166667
Jordan Crawford,2016,941319.0,0.009998821,2010,SG-PG,25,112.5,41.5,24.3,4.475,11.10833333,0.40125,1.066666667,3.525,0.30375,3.391666666,7.6,0.447166666,0.451166667,1.925,2.341666667,0.8165,0.583333333,1.975,2.566666666,3.05,0.716666666,0.0833333333,1.925,1.525,11.94166667
Jordan Crawford,2017,67609.0,0.000682278,2010,SG-PG,25,112.5,41.5,24.3,4.475,11.10833333,0.40125,1.066666667,3.525,0.30375,3.391666666,7.6,0.447166666,0.451166667,1.925,2.341666667,0.8165,0.583333333,1.975,2.566666666,3.05,0.716666666,0.0833333333,1.925,1.525,11.94166667
Jordan Farmar,2015,119660.0,0.001709429,2006,PG,27,58.75,7.0,21.525,3.425,8.05,0.42725,1.4,3.525,0.40325,2.025,4.55,0.44625,0.5145,1.1,1.35,0.7855,0.3,1.7,2.025,3.675,0.725,0.125,1.7,1.5,9.325
Jordan Farmar,2016,1377407.5,0.0146310135,2006,PG,28,47.25,7.0,20.7,3.175,7.575,0.415,1.4,3.5,0.3995,1.775,4.1,0.432,0.50925,1.0,1.175,0.845,0.3,1.575,1.925,3.775,0.725,0.125,1.7,1.525,8.675
Jordan Goodwin,2022,1639023.0,0.01298854,2021,SG,23,2.0,0.0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Jordan Goodwin,2023,11608.0,8.66e-05,2021,SG,23,2.0,0.0,3.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
Jordan Hamilton,2015,59731.0,0.0008533,2011,SF,23,62.0,9.0,12.24444444,2.111111111,5.166666667,0.413777778,0.866666667,2.3,0.362333333,1.288888889,2.866666667,0.454,0.493333333,0.366666667,0.6,0.564,0.566666667,2.088888889,2.655555556,0.766666667,0.433333333,0.2,0.633333333,0.8,5.433333333
Jordan Hill,2012,3500000.0,0.060299083,2009,C,23,83.0,5.5,14.46666667,2.25,4.583333333,0.490666667,0.0,0.0166666666,0.0,2.25,4.566666666,0.4945,0.490666667,0.883333333,1.316666667,0.694666666,1.7,2.3,4.016666666,0.416666667,0.25,0.566666666,0.766666667,2.083333334,5.4
Jordan Hill,2014,9000000.0,0.142709902,2009,PF,25,68.25,7.0,14.55833333,2.316666667,4.675,0.491916666,0.0,0.05,0.0,2.316666667,4.658333333,0.497,0.491916666,0.983333333,1.475,0.67,1.975,2.625,4.6,0.4,0.316666667,0.65,0.825,1.958333333,5.6
Jordan Hill,2015,4000000.0,0.057142857,2009,PF,26,69.0,12.0,15.80666667,2.653333333,5.18,0.503333333,0.0,0.04,0.0,2.653333333,5.166666667,0.5076,0.503333333,1.126666667,1.68,0.673,2.12,3.04,5.16,0.48,0.333333333,0.7,0.86,2.046666667,6.42
Jordan Hill,2016,4090000.0,0.043444547,2009,C,27,64.2,23.4,18.5,3.253333333,6.546666667,0.497066667,0.0,0.0733333333,0.0546,3.253333333,6.5,0.501,0.497466667,1.293333333,1.873333333,0.683933333,2.3,3.72,5.993333333,0.693333333,0.373333333,0.753333333,1.033333333,2.113333333,7.78
Jordan McRae,2015,509004.5,0.007271493,2014,SG,25,40.5,3.0,9.883333333,1.566666667,3.833333333,0.410333334,0.483333333,1.25,0.403833334,1.1,2.566666667,0.427333334,0.472,0.9,1.166666667,0.770666667,0.2,0.833333333,1.016666666,0.833333334,0.183333334,0.116666667,0.566666666,0.816666666,4.516666666
Jordan McRae,2018,831225.0,0.008159744,2014,SG,25,40.5,3.0,9.883333333,1.566666667,3.833333333,0.410333334,0.483333333,1.25,0.403833334,1.1,2.566666667,0.427333334,0.472,0.9,1.166666667,0.770666667,0.2,0.833333333,1.016666666,0.833333334,0.183333334,0.116666667,0.566666666,0.816666666,4.516666666
Jordan Mickey,2017,1471382.0,0.014848496,2015,PF,21,16.0,0.0,3.6,0.5,1.4,0.364,0.0,0.0,0.0,0.5,1.4,0.364,0.364,0.3,0.6,0.5,0.4,0.4,0.8,0.1,0.0,0.7,0.1,0.3,1.3
Jordan Nwora,2021,3000000.0,0.026687067,2020,SF,22,30.0,2.0,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7
Jordan Nwora,2022,2900000.0,0.023452347,2020,SF,22,30.0,2.0,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,0.7,5.7
Jordan Poole,2023,32000000.0,0.226023285,2019,SG,22,61.33333333,24.0,23.93333333,4.366666667,10.66666667,0.404333333,2.0,5.866666667,0.331333333,2.4,4.8,0.495666667,0.496333333,2.333333333,2.633333333,0.868333333,0.3,2.133333333,2.433333333,2.766666667,0.633333333,0.233333333,1.6,2.0,13.1
Jordan Schakel,2023,1801769.0,0.013446037,2021,SG,23,4.0,0.0,7.5,0.3,2.8,0.091,0.3,1.5,0.167,0.0,1.3,0.0,0.136,0.5,0.5,1.0,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3
Josh Green,2024,13666667.0,0.094014597,2020,SG,22,55.33333333,9.666666667,17.53333333,2.133333333,4.2,0.499,0.533333333,1.533333333,0.307,1.6,2.666666667,0.591666667,0.554,0.633333333,0.966666667,0.659,0.8,1.666666667,2.466666667,1.2,0.6,0.133333333,0.766666667,1.733333333,5.5
Josh Hart,2021,12640000.0,0.107087335,2017,SF,24,65.0,20.33333333,25.26666667,3.033333333,7.033333333,0.433,1.5,4.2,0.358,1.533333333,2.766666667,0.548666667,0.538666667,1.033333333,1.5,0.709666667,0.7,4.1,4.8,1.466666667,0.9,0.433333333,0.933333333,2.133333333,8.6
Josh Hart,2024,20228820.0,0.139156414,2017,SF-SG,27,87.8,50.4,29.22666667,3.773333333,8.093333333,0.462533333,1.413333333,4.053333333,0.349733333,2.36,4.026666667,0.577133333,0.549933333,1.68,2.246666667,0.743933333,1.086666667,5.446666667,6.533333333,2.666666667,1.033333333,0.373333333,1.36,2.48,10.6
Josh Jackson,2020,4886175.0,0.044769791,2017,SG,21,78.0,32.0,25.3,4.75,11.35,0.415,0.8,2.8,0.2935,3.9,8.55,0.4545,0.452,2.05,3.15,0.6525,1.0,3.45,4.5,1.9,0.95,0.6,2.05,2.7,12.3
Josh Jackson,2022,2133278.0,0.017251854,2017,SG,23,60.0,22.25,23.275,4.375,10.325,0.42225,0.95,3.25,0.3015,3.35,7.1,0.484,0.4725,2.075,3.025,0.6835,0.85,3.15,4.025,1.925,0.9,0.6,1.925,2.525,11.75
Josh Richardson,2018,10491264.0,0.098309824,2015,SG,23,52.5,18.0,25.9,3.1,7.45,0.423,1.2,3.25,0.3955,1.85,4.2,0.445,0.5085,0.95,1.35,0.723,0.55,2.1,2.65,2.0,0.9,0.6,0.95,2.3,8.4
Josh Richardson,2022,12196094.0,0.098630011,2015,SG,27,64.2,59.4,31.92,4.82,11.38,0.4228,1.64,4.74,0.3472,3.16,6.62,0.4768,0.4952,1.82,2.18,0.8422,0.78,2.58,3.36,3.02,1.12,0.64,1.52,2.48,13.1
Josh Richardson,2023,2971310.0,0.022173955,2015,SG,28,79.6,55.4,30.73333333,4.793333333,11.11333333,0.431333333,1.686666667,4.653333333,0.364933333,3.08,6.44,0.478333333,0.5086,1.906666667,2.22,0.866,0.773333333,2.52,3.286666667,2.873333333,1.08,0.58,1.493333333,2.333333333,13.14666667
Josh Smith,2008,11600000.0,0.199597364,2004,PF,26,74.66666667,74.66666667,35.03333333,6.766666667,14.16666667,0.48,0.366666667,1.266666667,0.196,6.4,12.9,0.497,0.492333333,3.1,4.733333333,0.657666667,2.2,6.766666667,8.933333333,3.8,1.433333333,1.8,2.5,2.8,17.0
Josh Smith,2013,13500000.0,0.211219126,2004,PF,26,74.66666667,74.66666667,35.03333333,6.766666667,14.16666667,0.48,0.366666667,1.266666667,0.196,6.4,12.9,0.497,0.492333333,3.1,4.733333333,0.657666667,2.2,6.766666667,8.933333333,3.8,1.433333333,1.8,2.5,2.8,17.0
Josh Smith,2014,2077000.0,0.032934274,2004,PF,27,75.0,75.0,35.1,6.875,14.525,0.47625,0.475,1.6,0.22275,6.4,12.9,0.49725,0.492,2.875,4.6,0.6225,2.1,6.75,8.8,3.9,1.375,1.8,2.625,2.675,17.125
Josh Smith,2015,1499187.0,0.021416957,2004,SF,28,75.4,75.2,35.18,6.84,14.82,0.4648,0.56,1.96,0.231,6.28,12.84,0.4902,0.4832,2.72,4.46,0.6044,1.94,6.48,8.4,3.78,1.38,1.72,2.62,2.66,16.98
Josh Smith,2017,2170777.0,0.021906462,2004,PF,30,99.0,60.4,30.14,5.78,13.38666667,0.424266667,0.726666667,2.58,0.281933333,5.046666667,10.78666667,0.461266667,0.456266667,1.933333333,3.486666667,0.5434,1.586666667,5.366666667,6.953333333,3.32,1.14,1.44,2.406666667,2.48,14.26
Joshua Primo,2023,1980656.0,0.014781015,2021,SG,19,50.0,16.0,19.3,2.0,5.4,0.374,0.8,2.7,0.307,1.2,2.7,0.444,0.452,0.9,1.2,0.746,0.6,1.6,2.3,1.6,0.4,0.5,1.1,1.6,5.8
Jrue Holiday,2013,6000000.0,0.093875167,2009,PG,21,73.33333333,66.0,31.13333333,4.7,10.7,0.44,0.933333333,2.5,0.378333333,3.766666667,8.2,0.46,0.486666667,1.466666667,1.833333333,0.787333333,0.833333333,2.466666667,3.3,4.933333333,1.4,0.3,2.3,2.233333333,11.83333333
Jrue Holiday,2016,8000000.0,0.084977109,2009,PG,24,59.8,59.2,34.58,6.0,13.66,0.4404,1.08,2.84,0.3762,4.94,10.82,0.4578,0.4794,1.78,2.24,0.8046,0.88,2.94,3.82,6.76,1.58,0.42,2.78,2.46,14.86
Jrue Holiday,2017,11458357.666666666,0.110666466,2009,PG,25,56.4,47.4,33.14,6.18,14.1,0.439,1.14,3.1,0.3704,5.04,11.0,0.4594,0.479,1.92,2.4,0.8086,0.8,2.82,3.62,6.66,1.56,0.4,2.76,2.42,15.42
Jrue Holiday,2018,37441.0,0.0003675405,2009,PG,26,56.8,46.6,32.92,6.28,14.2,0.4434,1.24,3.42,0.3656,5.06,10.78,0.47,0.4868,2.0,2.54,0.7936,0.76,3.0,3.74,7.22,1.54,0.48,2.92,2.4,15.8
Jrue Holiday,2019,2369535.5,0.021710972,2009,SG,27,57.4,47.2,32.64,6.38,13.98,0.456,1.3,3.66,0.3594,5.1,10.32,0.4922,0.5022,2.0,2.5,0.8004,0.7,3.12,3.8,6.82,1.52,0.56,2.7,2.46,16.06
Jrue Holiday,2021,12229796.666666666,0.099735907,2009,SG,29,68.2,58.6,33.52,7.12,15.38,0.4628,1.62,4.74,0.3414,5.52,10.64,0.5162,0.5154,2.42,3.14,0.7628,0.86,3.4,4.24,6.74,1.52,0.68,2.84,2.28,18.3
Jrue Holiday,2022,1902133.0,0.015382581,2009,PG,30,67.0,65.2,34.34,7.26,15.28,0.4756,1.74,4.9,0.3526,5.54,10.4,0.5328,0.5324,2.22,2.94,0.7516,1.02,3.54,4.54,6.76,1.56,0.74,2.76,2.16,18.48
Jrue Holiday,2024,33600000.0,0.231138322,2009,PG,32,64.2,62.6,33.68,7.42,15.44,0.482,2.02,5.36,0.373,5.44,10.08,0.5396,0.547,2.26,2.92,0.7768,1.16,3.62,4.78,6.94,1.52,0.6,2.78,2.0,19.12
Juan Toscano-Anderson,2022,1902133.0,0.015382581,2017,SG,27,33.0,11.0,20.9,2.25,4.35,0.5195,0.65,1.75,0.375,1.6,2.65,0.6215,0.5955,0.3,0.5,0.655,0.6,3.6,4.2,2.4,0.9,0.45,1.2,2.2,5.5
