name,debut,start,end,salary,birth
Thomas Bryant,2017,2019,2021,8333333,1997
Thomas Robinson,2012,2018,2018,1757429,1991
Thomas Robinson,2012,2016,2016,1050961,1991
Thomas Robinson,2012,2015,2016,1016155,1991
Thomas Welsh,2018,2019,2019,1445697,1996
Thon Maker,2016,2020,2020,1737145,1997
Tim Duncan,1997,2015,2016,5425000,1976
Tim Frazier,2014,2021,2021,12871,1990
Tim Frazier,2014,2020,2020,296616,1990
Tim Frazier,2014,2020,2020,12896,1990
Tim Frazier,2014,2019,2019,1882867,1990
Tim Frazier,2014,2018,2018,210692,1990
Tim Frazier,2014,2018,2018,1621415,1990
Tim Frazier,2014,2016,2017,2045000,1990
Tim Frazier,2014,2015,2015,24855,1990
Tim Frazier,2014,2015,2015,4971,1990
Tim Hardaway Jr.,2013,2017,2020,17737500,1992
Tim Hardaway Jr.,2013,2021,2024,18750000,1992
Tim Quarterman,2016,2017,2018,820679,1994
Timofey Mozgov,2010,2016,2019,16000000,1986
Timofey Mozgov,2010,2013,2015,4666667,1986
Timothe Luwawu,2016,2019,2019,9485,1995
Timothe Luwawu,2016,2019,2019,1678854,1995
Timothe Luwawu,2016,2019,2020,1239236,1995
Timothe Luwawu,2016,2021,2021,1939350,1995
Timothe Luwawu,2016,2022,2022,2298385,1995
Timothe Luwawu-Cabarrot,2016,2022,2022,2298385,1995
Timothe Luwawu-Cabarrot,2016,2021,2021,1939350,1995
Timothe Luwawu-Cabarrot,2016,2019,2020,1239236,1995
Timothe Luwawu-Cabarrot,2016,2019,2019,9485,1995
Timothe Luwawu-Cabarrot,2016,2019,2019,1678854,1995
Tobias Harris,2011,2015,2018,16000000,1992
Tobias Harris,2011,2019,2023,36000000,1992
Tomas Satoransky,2016,2019,2021,10000000,1991
Tomas Satoransky,2016,2021,2021,468119,1991
Tomas Satoransky,2012,2021,2021,468119,1991
Tomas Satoransky,2012,2019,2021,10000000,1991
Tomas Satoransky,2012,2016,2018,3000000,1991
Toney Douglas,2009,2016,2016,379159,1986
Toney Douglas,2009,2016,2016,7738,1986
Toney Douglas,2009,2016,2016,998193,1986
Toney Douglas,2009,2016,2016,1315448,1986
Toney Douglas,2009,2015,2016,1240153,1986
Toney Douglas,2009,2015,2015,1185784,1986
Tony Allen,2004,2017,2017,2328652,1982
Tony Bradley,2017,2021,2022,1912787,1998
Tony Bradley,2017,2023,2023,2528233,1998
Tony Parker,2001,2018,2019,5000000,1982
Tony Parker,2001,2015,2017,14445313,1982
Tony Snell,2013,2017,2020,11500000,1991
Tony Snell,2013,2021,2021,2389641,1991
Tony Wroten Jr.,2012,2016,2017,1114977,1993
Tony Wroten Jr.,2012,2015,2016,609184,1993
Torrey Craig,2017,2018,2019,2000000,1990
Torrey Craig,2017,2020,2020,1678854,1990
Torrey Craig,2017,2021,2022,5000000,1990
Torrey Craig,2017,2023,2024,2686788,1990
Trae Young,2018,2022,2026,43031940,1998
Travis Trice,2015,2018,2018,838464,1993
Travis Wear,2014,2017,2017,148318,1990
Travis Wear,2014,2017,2017,7416,1990
Travis Wear,2014,2017,2017,1312611,1990
Travis Wear,2014,2016,2016,874636,1990
Tre Jones,2020,2023,2024,9500000,2000
Tremont Waters,2019,2021,2021,9593,1998
Tremont Waters,2019,2021,2021,1669178,1998
Trendon Watford,2021,2023,2023,2019706,2000
Trent Forrest,2020,2023,2023,553151,1998
Trent Forrest,2020,2021,2021,8558,1998
Trevelin Queen,2020,2023,2023,2019706,1997
Trevelin Queen,2020,2022,2023,1782931,1997
Trevelin Queen,2020,2021,2021,925258,1997
Treveon Graham,2015,2023,2023,2165000,1993
Treveon Graham,2015,2020,2020,1737145,1993
Treveon Graham,2015,2018,2019,1578979,1993
Treveon Graham,2015,2016,2016,543471,1993
Trevon Bluiett,2018,2020,2020,898310,1994
Trevon Bluiett,2018,2019,2019,898310,1994
Trevor Ariza,2004,2018,2018,15000000,1985
Trevor Ariza,2004,2019,2020,12500000,1985
Trevor Ariza,2004,2021,2021,2641691,1985
Trevor Ariza,2004,2014,2017,8000001,1985
Trevor Ariza,2004,2009,2013,6790640,1985
Trevor Ariza,2004,2006,2008,3100000,1985
Trevor Booker,2010,2017,2017,446138,1987
Trevor Booker,2010,2016,2017,9187500,1987
Trevor Booker,2010,2014,2015,4887500,1987
Trevor Keels,2022,2023,2023,1801769,2003
Trey Burke,2013,2017,2017,1577230,1992
Trey Burke,2013,2017,2018,1289588,1992
Trey Burke,2013,2019,2019,229220,1992
Trey Burke,2013,2019,2019,2028594,1992
Trey Burke,2013,2020,2022,3150000,1992
Trey Lyles,2015,2023,2024,8000000,1995
Trey Lyles,2015,2021,2022,2562500,1995
Trey Lyles,2015,2019,2020,5500000,1995
Tristan Thompson,2011,2015,2019,16400000,1991
Tristan Thompson,2011,2020,2021,9489450,1991
Tristan Thompson,2011,2021,2021,1000000,1991
Tristan Thompson,2011,2022,2022,16700,1991
Tristan Thompson,2011,2023,2023,3196448,1991
Troy Brown Jr.,2018,2022,2022,1968175,1999
Troy Brown Jr.,2018,2023,2024,4000000,1999
Troy Caupain,2017,2019,2019,1445697,1995
Troy Daniels,2013,2019,2019,384541,1991
Troy Daniels,2013,2019,2019,2028594,1991
Troy Daniels,2013,2016,2018,3333336,1991
Troy Daniels,2014,2019,2019,384541,1991
Troy Daniels,2014,2019,2019,2028594,1991
Troy Daniels,2014,2016,2018,3333336,1991
Troy Williams,2016,2019,2019,1620564,1994
Troy Williams,2016,2018,2018,1512601,1994
Troy Williams,2016,2017,2018,883714,1994
Troy Williams,2016,2017,2019,1564356,1994
Troy Williams,2016,2017,2017,7416,1994
Ty Jerome,2019,2022,2022,1902133,1997
Ty Jerome,2019,2023,2024,2500000,1997
Ty Lawson,2009,2017,2017,11901,1987
Ty Lawson,2009,2016,2016,1315448,1987
Ty Lawson,2009,2015,2015,265058,1987
Ty Lawson,2009,2013,2016,12000000,1987
Tyler Bey,2020,2021,2021,925258,1998
Tyler Cook,2019,2020,2020,9902,1997
Tyler Cook,2019,2020,2020,1445697,1997
Tyler Cook,2019,2020,2021,1048837,1997
Tyler Cook,2019,2021,2021,1669178,1997
Tyler Cook,2019,2022,2022,1902133,1997
Tyler Ennis,2014,2019,2019,1737145,1994
Tyler Ennis,2014,2017,2018,1590199,1994
Tyler Hall,2019,2022,2022,1637966,1997
Tyler Hall,2019,2021,2021,925258,1997
Tyler Hall,2019,2020,2020,898310,1997
Tyler Hansbrough,2009,2015,2015,1185784,1985
Tyler Herro,2019,2023,2026,30000000,2000
Tyler Johnson,2014,2021,2021,12871,1992
Tyler Johnson,2014,2020,2020,2028594,1992
Tyler Johnson,2014,2019,2019,212753,1992
Tyler Johnson,2014,2016,2019,12500000,1992
Tyler Lydon,2017,2019,2020,1691680,1996
Tyler Ulis,2016,2019,2019,1620564,1996
Tyler Ulis,2016,2018,2018,1512601,1996
Tyler Zeller,2012,2019,2020,1340866,1990
Tyler Zeller,2012,2019,2019,2174318,1990
Tyler Zeller,2012,2018,2018,64185,1990
Tyler Zeller,2012,2018,2018,10697,1990
Tyler Zeller,2012,2017,2018,1821740,1990
Tyler Zeller,2012,2016,2017,8000000,1990
Tyreke Evans,2009,2018,2018,12400000,1989
Tyreke Evans,2009,2017,2017,3290000,1989
Tyreke Evans,2009,2013,2016,11000001,1989
Tyrell Terry,2020,2021,2021,8558,2000
Tyrese Haliburton,2020,2024,2028,49068000,2000
Tyrese Martin,2022,2023,2023,1801769,1999
Tyrone Wallace,2016,2021,2021,9593,1994
Tyrone Wallace,2016,2018,2019,1484974,1994
Tyrone Wallace,2016,2017,2017,815615,1994
Tyson Chandler,2001,2019,2019,2564753,1982
Tyson Chandler,2001,2018,2018,2109867,1982
Tyson Chandler,2001,2015,2018,13000000,1982
Tyson Chandler,2001,2011,2014,13852363,1982
Tyson Chandler,2001,2005,2010,10725000,1982
TyTy Washington Jr.,2022,2019,2021,13333333,1988
TyTy Washington Jr.,2022,2015,2018,5756757,1988
Tyus Jones,2015,2022,2023,14500000,1996
Tyus Jones,2015,2019,2021,8815100,1996
Udonis Haslem,2003,2022,2022,2905851,1980
Udonis Haslem,2003,2021,2021,2641691,1980
Udonis Haslem,2003,2020,2020,2564753,1980
Udonis Haslem,2003,2019,2019,2564753,1980
Udonis Haslem,2003,2018,2018,2393887,1980
Udonis Haslem,2003,2017,2017,2328652,1980
Udonis Haslem,2003,2016,2016,4000000,1980
Usman Garuba,2021,2023,2023,11608,2002
Vander Blue,2013,2017,2017,1471382,1992
Vernon Carey Jr.,2020,2022,2023,1048619,2001
Victor Oladipo,2013,2022,2023,9100000,1992
Victor Oladipo,2013,2021,2021,2389641,1992
Victor Oladipo,2013,2017,2020,21250000,1992
Vince Carter,1998,2019,2019,2564753,1977
Vince Carter,1998,2018,2018,2393887,1977
Vince Carter,1998,2017,2017,8000000,1977
Vince Edwards,2018,2021,2021,1489065,1996
Vince Edwards,2018,2020,2020,1445697,1996
Vince Edwards,2018,2019,2019,1445697,1996
Vince Hunter,2015,2017,2018,50000,1994
Vince Hunter,2015,2016,2016,543471,1994
Vincent Poirier,2015,2019,2020,2562500,1993
Vit Krejci,2020,2023,2023,2019706,2000
Vit Krejci,2020,2021,2024,1578368,2000
Vlatko Cancar,2019,2022,2024,2271775,1997
Wade Baldwin,2016,2017,2018,887422,1996
Walter Tavares,2015,2016,2018,1025682,1992
Walter Tavares,2014,2016,2018,1025682,1991
Walter Tavares,2014,2015,2017,1004915,1991
Walter Tavares,2014,2016,2018,1025682,1992
Walter Tavares,2014,2015,2017,1004915,1992
Wayne Ellington,2009,2015,2016,1533750,1987
Wayne Ellington,2009,2016,2017,6135000,1987
Wayne Ellington,2009,2018,2018,2383076,1987
Wayne Ellington,2009,2018,2018,6270000,1987
Wayne Ellington,2009,2019,2019,8000000,1987
Wayne Ellington,2009,2020,2020,2564753,1987
Wayne Ellington,2009,2021,2021,2641691,1987
Wayne Ellington,2009,2014,2014,1063384,1987
Wayne Ellington,2009,2013,2014,2711670,1987
Wayne Selden,2016,2017,2018,1428781,1994
Wayne Selden,2016,2021,2021,1729217,1994
Wayne Selden,2017,2021,2021,1729217,1994
Wendell Carter Jr.,2018,2022,2025,12500000,1999
Wenyen Gabriel,2018,2019,2019,1445697,1997
Wenyen Gabriel,2018,2020,2021,1691680,1997
Wenyen Gabriel,2018,2021,2021,9938,1997
Wenyen Gabriel,2018,2021,2021,99380,1997
Wenyen Gabriel,2018,2021,2021,1729217,1997
Wenyen Gabriel,2018,2021,2022,954267,1997
Wenyen Gabriel,2018,2023,2023,13486,1997
Wenyen Gabriel,2018,2023,2023,2346614,1997
Wesley Iwundu,2017,2022,2022,2133278,1994
Wesley Iwundu,2017,2021,2021,10283,1994
Wesley Iwundu,2017,2020,2021,1751429,1994
Wesley Johnson,2010,2016,2018,5881260,1987
Wesley Johnson,2010,2015,2016,1163944,1987
Wesley Matthews,2009,2015,2018,17515007,1986
Wesley Matthews,2009,2018,2018,737715,1986
Wesley Matthews,2009,2019,2020,2628872,1986
Wesley Matthews,2009,2020,2020,3623000,1986
Wesley Matthews,2009,2021,2021,1958501,1986
Wesley Matthews,2009,2022,2022,2905851,1986
Wesley Matthews,2009,2023,2023,3196448,1986
Wesley Matthews,2009,2017,2020,3371003,1995
Wesley Matthews,2009,2023,2024,1262889,1997
Wesley Matthews,2009,2023,2023,12025,1997
Wesley Matthews,2009,2023,2023,2092354,1997
Wesley Matthews,2009,2022,2022,1836090,1997
Wesley Matthews,2009,2021,2021,8558,1997
Wesley Matthews,2009,2016,2018,1260854,1992
Wesley Matthews,2009,2018,2018,838464,1996
Wesley Matthews,2009,2021,2021,12871,1990
Wesley Matthews,2009,2020,2020,296616,1990
Wesley Matthews,2009,2020,2020,12896,1990
Wesley Matthews,2009,2019,2019,1882867,1990
Wesley Matthews,2009,2018,2018,210692,1990
Wesley Matthews,2009,2018,2018,1621415,1990
Wesley Matthews,2009,2010,2014,6505320,1986
Will Barton,2012,2022,2022,684712,1991
Will Barton,2012,2021,2022,15000000,1991
Will Barton,2012,2018,2021,13250000,1991
Will Barton,2012,2015,2017,3533333,1991
Will Bynum,2005,2016,2016,1403611,1983
Willie Cauley-Stein,2015,2019,2020,2231920,1993
Willie Cauley-Stein,2015,2020,2020,4100000,1993
Willie Cauley-Stein,2015,2021,2021,12008,1993
Willie Cauley-Stein,2015,2022,2022,14158,1993
Willie Cauley-Stein,2015,2022,2022,2463490,1993
Willie Reed,2011,2017,2017,1577230,1990
Willie Reed,2011,2016,2017,1051721,1990
Willie Reed,2011,2015,2015,947276,1990
Willie Reed,2012,2017,2017,1577230,1990
Willie Reed,2012,2016,2017,1051721,1990
Willie Reed,2012,2015,2015,947276,1990
Willie Reed,2012,2014,2014,915243,1990
Willie Reed,2012,2013,2014,102089,1990
Willy Hernangomez,2015,2021,2023,2443581,1994
Willy Hernangomez,2015,2020,2020,1737145,1994
Willy Hernangomez,2015,2016,2019,1508109,1994
Willy Hernangomez,2016,2021,2023,2443581,1994
Willy Hernangomez,2016,2020,2020,1737145,1994
Wilson Chandler,2007,2019,2019,2564753,1987
Wilson Chandler,2007,2015,2018,11625000,1987
Xavier Cooks,2018,2022,2025,1516850,1995
Xavier Moon,2017,2023,2023,2019706,1995
Xavier Moon,2017,2022,2022,1637966,1995
Xavier Moon,2017,2021,2021,5318,1995
Xavier Munford,2015,2016,2016,874636,1992
Xavier Munford,2015,2017,2017,1312611,1992
Xavier Munford,2015,2019,2019,1620564,1992
Xavier Sneed,2020,2022,2022,9414,1997
Xavier Sneed,2020,2022,2022,1637966,1997
Xavier Sneed,2020,2021,2021,5318,1997
Xavier Sneed,2020,2021,2021,925258,1997
Yanick Moreira,2015,2016,2016,543471,1991
Yante Maten,2018,2019,2019,1445697,1996
Yi Jianlian,2007,2016,2016,8000000,1987
Yogi Ferrell,2016,2018,2019,3075000,1993
Yogi Ferrell,2016,2020,2020,11898,1993
Yogi Ferrell,2016,2020,2020,1737145,1993
Yogi Ferrell,2016,2020,2021,1095590,1993
Yuta Watanabe,2018,2023,2024,2500629,1994
Yuta Watanabe,2018,2022,2022,1968175,1994
Yuta Watanabe,2018,2020,2021,1042345,1994
Yuta Watanabe,2018,2020,2020,1620564,1994
Zach Collins,2017,2021,2023,7350000,1997
Zach Collins,2017,2024,2025,17410848,1997
Zach LaVine,2014,2018,2021,19500000,1995
Zach LaVine,2014,2022,2026,43031940,1995
Zach Randolph,2001,2017,2018,12000000,1981
Zach Randolph,2001,2015,2016,10000000,1981
Zaza Pachulia,2003,2016,2016,2898000,1984
Zaza Pachulia,2003,2017,2017,3477600,1984
Zaza Pachulia,2003,2018,2018,2393887,1984
Zeke Nnaji,2020,2024,2027,8000000,2001
Zhaire Smith,2018,2023,2023,13929,1999
Zhaire Smith,2018,2023,2023,2019706,1999
Zhaire Smith,2018,2020,2020,1620564,1999
Zion Williamson,2019,2023,2027,39446090,2000
Zylan Cheatham,2019,2022,2022,1836090,1995
Zylan Cheatham,2019,2021,2021,8906,1995
Zylan Cheatham,2019,2021,2021,8558,1995
Zylan Cheatham,2019,2021,2021,1489065,1995
Zylan Cheatham,2019,2020,2020,1445697,1995
Zylan Cheatham,2019,2020,2022,1664676,1995
