name,start,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,debut,end,salary,birth,target,Pos,G,Pos_PG,Pos_SG,Pos_SF,Pos_PF,Pos_C,contract_period,Annual
Eric Moreland,2019,2.61038961,11.55844156,0.950649351,1.750649351,0.520883117,0.028571429,0.028571429,0.116883117,0.922077922,1.722077922,0.509662338,0.529181818,0.174025974,0.348051948,0.329779221,1.148051948,2.941558442,4.08961039,1.148051948,0.463636364,0.724675325,0.654545455,1.712987013,2.011688312,2014,2019,1737145.0,1991,0.015916667,PF,59.5974026,False,False,False,False,True,1,6
Erick Green,2015,1.0,9.5,1.4,3.8,0.377,0.3,1.1,0.298,1.1,2.7,0.409,0.42,0.2,0.3,0.833,0.2,0.6,0.7,0.9,0.3,0.0,0.3,0.6,3.4,2014,2015,4971.0,1991,7.1e-05,PG,43.0,False,False,False,False,True,1,2
Eugene Omoruyi,2022,2.787401575,13.36220472,2.245669291,4.956692913,0.457984252,0.488188976,1.771653543,0.286015748,1.760629921,3.166929134,0.546874016,0.508015748,1.056692913,1.594488189,0.657724409,0.97480315,1.512598425,2.500787402,0.731496063,0.639370079,0.092125984,0.726771654,1.924409449,6.072440945,2021,2023,748196.0,1997,0.009190918,SF,127.0,False,False,False,False,True,2,2
Eugene Omoruyi,2023,3.420289855,14.41884058,2.351207729,5.246859903,0.453492754,0.530917874,1.935748792,0.282507246,1.822222222,3.288888889,0.547864734,0.504850242,1.141545893,1.708695652,0.661753623,1.020289855,1.581642512,2.618357488,0.72173913,0.659903382,0.092270531,0.787922706,2.060869565,6.419323672,2021,2024,1548485.0,1997,0.011555858,SF,108.8357488,False,False,False,False,True,2,3
Evan Fournier,2016,54.48905109,30.84890511,4.976642336,10.99562044,0.452686131,1.788321168,4.476642336,0.390686131,3.245985401,6.461313869,0.494992701,0.532452555,2.203649635,2.788321168,0.790277372,0.442335766,2.315328467,2.715328467,2.445985401,0.988321168,0.0,1.572992701,2.403649635,13.96058394,2012,2020,17000000.0,1992,0.16821482,SG,70.10948905,False,False,False,False,True,5,5
Evan Fournier,2021,44.69333333,30.65866667,6.194666667,13.42933333,0.461133334,2.712,6.657333333,0.40784,3.493333333,6.733333333,0.511666667,0.563106667,2.638666666,3.286666667,0.794866667,0.254666667,2.584,2.838666667,3.332,1.104,0.344,1.804,2.341333333,17.72933333,2012,2024,18250000.0,1992,0.147945383,SF,76.08,False,False,False,False,True,4,10
Evan Turner,2015,49.91803278,29.39262295,4.884836065,11.42377049,0.425459017,0.532786885,1.76557377,0.318717213,4.307786885,9.636065576,0.44604918,0.449672131,2.174180328,2.706967213,0.78420082,0.677049181,4.378688525,5.055737705,3.995081967,0.867213115,0.133606557,2.355737705,2.332786885,12.47663934,2010,2015,3351755.0,1988,0.047882214,SF,135.1147541,False,False,False,False,True,1,6
Evan Turner,2016,34.63803681,27.79877301,4.049079755,9.199386503,0.442417178,0.300613497,1.251533742,0.259110429,3.748466258,7.947852761,0.46992638,0.459944785,1.548466258,1.948466258,0.789269939,0.549693252,4.450920245,5.000613497,4.953374233,1.0,0.249693252,2.250920245,1.951533742,9.996932515,2010,2019,17500000.0,1988,0.17790278,SG,81.50306748,False,False,False,False,True,4,7
Facundo Campazzo,2022,10.83333333,19.26449275,1.624637681,4.520289855,0.362884058,1.01231884,3.048550725,0.323398551,0.706521739,1.477536232,0.433333333,0.472702898,0.994927536,1.242028986,0.805217391,0.329710145,1.477536232,1.854347826,3.360869565,1.082608696,0.282608696,1.01231884,1.860144927,5.350724638,2020,2022,1836090.0,1991,0.01484849,PG,69.23188406,False,False,False,False,True,1,3
Festus Ezeli,2016,10.0,13.85,2.2,4.0,0.5475,0.0,0.0,0.0,2.2,4.0,0.5475,0.5475,1.3,2.3,0.579,1.65,2.85,4.5,0.45,0.3,1.0,0.75,1.85,5.7,2012,2016,7566500.0,1989,0.080372412,C,46.0,False,False,False,False,True,1,5
Frank Jackson,2021,3.616161616,15.52020202,2.744444444,6.286868687,0.426010101,1.082828283,2.965656566,0.358727273,1.621212121,3.361616162,0.483181818,0.510343434,1.142424242,1.542424242,0.773666667,0.4,1.323232323,1.723232323,0.95959596,0.34040404,0.05959596,0.84040404,1.3,7.714141414,2017,2022,3075000.0,1998,0.027354244,PG,51.32323232,False,False,True,False,False,2,5
Frank Jackson,2022,6.5,20.32978724,3.532978723,8.269148936,0.42112766,1.540425532,4.615957447,0.346851064,1.893617021,3.695744681,0.515287234,0.51556383,1.540425532,1.936170213,0.812244681,0.406382979,1.509574468,1.859574468,0.957446809,0.45212766,0.112765957,0.777659574,1.511702128,10.14680851,2017,2022,1072769.0,1998,0.017251854,PG,48.04255319,False,False,True,False,False,1,6
Frank Kaminsky,2019,2.507936508,20.5515873,3.526984127,8.055555556,0.44168254,1.225396825,3.313492063,0.372539683,2.338888889,4.779365079,0.494063492,0.51815873,1.888095238,2.425396825,0.776246032,0.674603175,2.913492063,3.562698413,1.488095238,0.425396825,0.237301587,0.837301587,1.274603175,10.16746032,2015,2019,4767000.0,1993,0.043677845,PF,67.06349206,False,False,True,False,False,1,5
Frank Kaminsky,2020,5.895348837,17.82325581,3.172093023,7.025581395,0.457104651,1.1,3.090697674,0.346848837,2.172093023,3.989534884,0.542569767,0.53294186,1.654651163,2.3,0.710790698,0.845348837,3.053488372,3.953488372,1.572093023,0.345348837,0.3,0.9,1.626744186,9.098837209,2015,2020,1882867.0,1993,0.017251851,C,43.37209302,False,False,True,False,False,1,6
Frank Kaminsky,2021,13.0,17.33139535,3.008139535,6.588372093,0.461476744,0.881395349,2.434883721,0.349581395,2.172093023,4.153488372,0.526174419,0.524197674,1.162790698,1.753488372,0.644662791,0.845348837,3.381395349,4.226744186,1.790697674,0.345348837,0.354651163,0.681395349,1.681395349,8.005813953,2015,2021,2089448.0,1993,0.01858708,C,43.37209302,False,False,False,True,False,1,7
Frank Kaminsky,2022,4.7734375,10.66484375,1.7390625,3.5328125,0.489703125,0.50859375,1.29453125,0.38096875,1.21015625,2.2171875,0.573710937,0.572828125,0.659375,0.87734375,0.783257812,0.4859375,2.13046875,2.5953125,1.22421875,0.278125,0.2546875,0.37109375,1.00234375,4.5609375,2015,2022,2463490.0,1993,0.019922284,C,68.515625,False,False,True,False,False,1,8
Frank Mason III,2020,0.0,11.72553191,2.034042553,4.64893617,0.42593617,0.457446809,1.814893617,0.231829787,1.576595745,2.895744681,0.547595745,0.471191489,1.019148936,1.576595745,0.665617021,0.276595745,1.114893617,1.291489362,2.391489362,0.438297872,0.1,0.957446809,0.957446809,5.444680851,2017,2020,1678854.0,1994,0.015382573,PG,32.44680851,False,False,False,True,False,1,4
Frank Mason III,2021,0.307692308,15.16153846,2.507692308,5.792307692,0.427615385,0.638461538,1.992307692,0.321076923,1.869230769,3.761538462,0.505769231,0.481384615,1.161538462,1.869230769,0.626769231,0.661538462,1.815384615,2.376923077,3.138461538,0.415384615,0.069230769,1.230769231,1.384615385,6.715384615,2017,2021,1729217.0,1994,0.015382577,PG,7.461538462,False,False,True,False,False,1,5
Frank Ntilikina,2021,17.93333333,16.76666667,1.786666667,4.553333333,0.383466667,0.763333333,2.07,0.378933333,1.023333333,2.483333333,0.352333333,0.4788,0.643333333,0.816666667,0.71,0.326666667,1.37,1.66,2.12,0.753333333,0.226666667,0.87,2.096666667,4.98,2017,2022,1912787.0,1998,0.017015559,PG,48.2,False,False,True,False,False,2,5
Frank Ntilikina,2023,4.840764331,12.35668789,1.159235669,3.137579618,0.368872611,0.504458599,1.591082803,0.282401274,0.751592357,1.546496815,0.453681529,0.440375796,0.459872612,0.579617834,0.785847134,0.140127388,1.193630573,1.333757962,1.187261147,0.36433121,0.096815286,0.550318471,1.270063695,3.282802548,2017,2023,2528233.0,1998,0.01886741,PG,91.14012739,False,False,False,True,False,1,7
Fred VanVleet,2018,0.0,16.0380531,2.445132743,5.824778761,0.401442478,1.039823009,2.548672566,0.402539823,1.338053097,3.208849558,0.405566372,0.48439823,0.903539823,1.07079646,0.827415929,0.234513274,1.739823009,1.974336283,2.446902655,0.736283186,0.234513274,0.803539823,1.47079646,6.733628319,2016,2019,9000000.0,1994,0.088348762,PG,63.2300885,False,False,False,True,False,2,3
Fred VanVleet,2020,39.89830508,31.25254237,4.761016949,11.64237288,0.411372881,2.211864407,5.652542373,0.383491525,2.603389831,5.989830508,0.43779661,0.504830508,2.23220339,2.669491525,0.845288136,0.3,2.803389831,3.149152542,5.623728814,1.357627119,0.3,1.711864407,2.020338983,14.02033898,2016,2023,21250000.0,1994,0.184670736,PG,59.42372881,False,False,False,True,False,4,5
Fred VanVleet,2023,69.11594203,37.00905797,6.285507247,15.70652174,0.401438406,3.191304348,8.847463768,0.362144927,3.094202899,6.859057971,0.451202898,0.503202899,3.270652174,3.670652174,0.882297102,0.497101449,3.594202898,4.091304348,7.320289855,1.670652174,0.629347826,2.061956522,2.65,19.03297101,2016,2025,42846615.0,1994,0.309361841,PG,172.5,False,True,False,False,False,3,8
Freddie Gillespie,2021,2.0,19.6,2.2,4.2,0.524,0.0,0.0,0.0,2.2,4.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.5,0.7,1.0,0.6,2.2,5.6,2020,2021,8558.0,1997,7.61e-05,PF,20.0,False,True,False,False,False,1,2
Furkan Korkmaz,2019,5.419354839,12.20322581,1.683870968,4.4,0.374258065,0.864516129,2.593548387,0.318774194,0.896774194,1.806451613,0.452612903,0.468677419,0.641935484,0.764516129,0.746193548,0.25483871,1.606451613,1.883870968,0.919354839,0.487096774,0.022580645,0.409677419,1.209677419,4.851612903,2017,2020,1691680.0,1997,0.015500092,SG,40.32258065,False,True,False,False,False,2,3
Furkan Korkmaz,2021,11.56692913,20.66062992,3.27007874,7.756692913,0.417440945,1.913385827,4.9,0.390307087,1.356692913,2.856692913,0.463708661,0.540976378,1.1,1.443307087,0.74503937,0.3,1.926771654,2.213385827,1.273228346,0.72992126,0.2,0.8,1.313385827,9.496850394,2017,2023,5000000.0,1997,0.042360496,SG,64.63779528,False,False,True,False,False,3,5
Gabe Vincent,2020,0.0,9.2,0.9,4.1,0.216,0.7,3.0,0.222,0.2,1.1,0.2,0.297,0.0,0.0,0.0,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4,2018,2020,50000.0,1996,0.000458127,PG,9.0,False,False,True,False,False,1,3
Gabe Vincent,2021,5.93220339,12.50508475,1.662711864,4.608474576,0.353288136,0.869491525,3.0,0.295728814,0.708474576,1.608474576,0.454237288,0.448694915,0.338983051,0.423728814,0.737288136,0.169491525,0.854237288,1.023728814,1.208474576,0.430508475,0.0,0.608474576,1.462711864,4.433898305,2018,2022,1742428.0,1996,0.015500098,PG,43.74576271,False,False,False,True,False,2,4
Gabe Vincent,2023,30.04651162,24.7972093,3.202790698,7.852558139,0.401832558,1.66,4.872093023,0.333139535,1.511162791,3.006976744,0.511223256,0.505260465,0.827441861,0.959069767,0.834939535,0.368372093,1.575348837,1.970232558,2.659069767,0.894883721,0.126511628,1.353953488,2.269302326,8.85627907,2018,2025,11000000.0,1996,0.079422383,PG,122.0139535,False,False,False,True,False,3,6
Gabe York,2022,0.0,15.42,2.02,5.6,0.343,1.4,4.8,0.2666,0.62,0.8,0.8002,0.4572,1.02,1.42,0.84,0.0,1.6,1.6,1.82,0.82,0.2,0.2,1.82,6.4,2018,2022,1637966.0,1993,0.013246258,SG,5.0,False,False,False,True,False,1,5
Garrett Temple,2010,2.962962963,12.37222222,1.618518519,3.711111111,0.432833333,0.492592593,1.387037037,0.321888889,1.125925926,2.398148148,0.491981481,0.492277778,1.307407407,1.877777778,0.714333333,0.2,0.896296296,1.137037037,0.787037037,0.47962963,0.214814815,0.996296296,1.575925926,5.02962963,2009,2010,42593.5,1986,0.001390376,SG,54.0,False,False,True,False,False,1,2
Garrett Temple,2012,0.0,9.5875,0.81875,2.8125,0.2934375,0.40625,1.525,0.2585,0.39375,1.28125,0.323625,0.3646875,0.3,0.69375,0.365,0.01875,0.925,1.0,1.325,0.4875,0.2625,0.98125,1.0125,2.4,2009,2012,713666.0,1986,0.014719678,PG-SG,48.0,False,False,False,True,False,1,4
Garrett Temple,2013,36.0,22.7,2.1,5.1,0.407,0.5,1.6,0.325,1.5,3.5,0.444,0.457,0.5,0.7,0.703,0.6,1.8,2.4,2.3,1.0,0.3,1.2,1.8,5.1,2009,2013,916099.0,1986,0.015612042,SG,51.0,True,False,False,False,False,1,5
Garrett Temple,2014,14.57142857,14.24761905,1.266666667,3.195238095,0.380214286,0.261904762,0.885714286,0.254761905,0.964285714,2.30952381,0.419,0.412952381,0.44047619,0.64047619,0.70002381,0.421428571,1.085714286,1.507142857,1.526190476,0.702380952,0.180952381,0.842857143,1.323809524,3.135714286,2009,2015,1040843.0,1986,0.016504289,SG,65.28571429,True,False,False,False,False,2,6
Garrett Temple,2016,33.15151515,20.34242424,2.027272727,5.118181818,0.398787879,0.903030303,2.609090909,0.356818182,1.124242424,2.509090909,0.442757576,0.490333333,0.942424242,1.324242424,0.728393939,0.5,1.845454545,2.306060606,1.524242424,0.860606061,0.2,0.760606061,2.045454545,5.960606061,2009,2018,8000000.0,1986,0.082800306,SG,68.96969697,False,True,False,False,False,3,8
Garrett Temple,2019,41.66046512,26.46697674,2.882325581,6.805581395,0.41924186,1.25627907,3.513023256,0.353483721,1.626046512,3.29255814,0.492255814,0.510474418,1.038139535,1.360930233,0.75407907,0.369767442,2.346046512,2.715813953,1.551162791,0.969767442,0.398604651,1.0,2.518604651,7.97116279,2009,2019,4767000.0,1986,0.043677845,SG,124.3023256,False,True,False,False,False,1,11
Garrett Temple,2020,41.75471698,27.39716981,3.025471698,7.441981132,0.407561321,1.429716981,4.302830189,0.334514151,1.566509434,3.109905661,0.502033019,0.502849056,1.098584906,1.421698113,0.764396226,0.429245283,2.643396226,3.072641509,1.721698113,0.941509434,0.427830189,0.938679245,2.40754717,8.520754717,2009,2020,4767000.0,1986,0.043677845,SG,124.2641509,False,False,True,False,False,1,12
Garrett Temple,2021,30.25423729,27.61525424,3.220338983,8.218644068,0.395559322,1.620338983,4.966101695,0.331847458,1.547457627,3.2,0.487237288,0.494067797,0.910169492,1.162711864,0.802627119,0.5,2.66779661,3.215254237,2.357627119,0.8,0.5,1.0,1.984745763,9.018644068,2009,2023,5155500.0,1986,0.043677908,SG,59.15254237,False,True,False,False,False,3,13
Garrett Temple,2023,7.338235294,12.58308823,1.3,3.406617647,0.384029411,0.660294118,2.010294118,0.353463235,0.619852941,1.39632353,0.429235294,0.487551471,0.392647059,0.536029412,0.734433824,0.429411765,1.206617647,1.636029412,0.94632353,0.530147058,0.230147058,0.476470588,1.026470589,3.646323529,2009,2023,3196448.0,1986,0.02385409,SG,95.19117647,False,True,False,False,False,1,15
Garrison Mathews,2021,18.73170732,15.4097561,1.456097561,3.568292683,0.413390244,1.17804878,2.990243902,0.390365854,0.3,0.6,0.529658537,0.576146341,1.387804878,1.587804878,0.890146341,0.3,1.07804878,1.37804878,0.443902439,0.47804878,0.1,0.243902439,1.72195122,5.47804878,2019,2024,1863370.5,1996,0.016679833,SG,53.90243902,False,True,False,False,False,4,3
Gary Clark,2019,2.0,12.6,1.0,3.0,0.331,0.8,2.7,0.297,0.2,0.3,0.692,0.467,0.1,0.1,1.0,0.5,1.8,2.3,0.4,0.4,0.5,0.1,0.9,2.9,2018,2019,281788.5,1994,0.005088959,PF,51.0,False,False,True,False,False,1,2
Gary Clark,2020,3.2,13.16444445,1.186666667,3.12,0.377844444,0.875555555,2.646666666,0.330688889,0.311111111,0.428888889,0.683866666,0.520466666,0.157777778,0.171111111,0.949822222,0.744444445,1.742222222,2.486666667,0.404444444,0.231111111,0.504444444,0.166666667,1.02,3.406666666,2018,2021,2050000.0,1994,0.018783214,PF,71.53333333,False,True,False,False,False,2,3
Gary Clark,2021,7.061728397,15.08518518,1.152469136,3.27962963,0.349506173,0.864814815,2.699382716,0.313172839,0.30925926,0.564814815,0.526790123,0.479419753,0.191358025,0.248148148,0.842135803,0.85,1.90617284,2.756172839,0.604320988,0.209876543,0.354320988,0.311728395,1.005555556,3.406790123,2018,2021,1282005.0,1994,0.011404318,SF-PF,81.11111111,False,False,True,False,False,1,4
Gary Harris,2018,60.86290323,32.975,6.140322581,12.49677419,0.492814516,2.116129032,5.256451613,0.407032258,3.97016129,7.240322581,0.555298387,0.577354839,1.908064516,2.4,0.803556452,0.691935484,2.191935484,2.82983871,2.9,1.524193548,0.154032258,1.57016129,1.708064516,16.30483871,2014,2021,21000000.0,1994,0.196783373,SG,62.40322581,False,True,False,False,False,4,5
Gary Harris,2022,31.23236514,26.45518672,3.243153527,7.669294606,0.428157676,1.589211618,4.177178423,0.376622406,1.661825726,3.492116183,0.502991701,0.53659751,1.136099585,1.352697096,0.83312863,0.490456432,1.426141079,1.939004149,1.701659751,0.868049793,0.249792531,0.80746888,1.797095436,9.221991701,2014,2023,13000000.0,1994,0.105131212,SG,135.4896266,False,True,False,False,False,2,9
Gary Neal,2015,1.429245283,21.75990566,3.595283018,9.195283018,0.39154717,1.101415094,3.241981132,0.341330189,2.493867924,5.953301887,0.417806604,0.451985849,1.983018868,2.263207547,0.878622642,0.239150943,1.828773584,2.067924528,1.743867924,0.367924528,0.0,1.208490566,1.448113207,10.28490566,2007,2015,2139000.0,1984,0.030557143,SG,106.0377358,False,True,False,False,False,1,9
Gary Neal,2016,0.97972973,21.59662162,3.567567567,8.99054054,0.398324325,0.934459459,2.879054054,0.333608108,2.633108108,6.111486487,0.428668919,0.451331081,1.901351351,2.210810811,0.863486487,0.277702702,2.042567567,2.32027027,1.703378379,0.441891892,0.0,1.071621621,1.545945946,9.999999997,2007,2016,7219.0,1984,7.67e-05,SG,89.62162162,False,True,False,False,False,1,10
Gary Payton II,2018,4.038461538,10.40192308,1.296153846,3.271153846,0.399846154,0.286538462,1.144230769,0.222653846,1.042307692,2.126923077,0.497884615,0.437596154,0.16923077,0.444230769,0.405769231,0.503846154,1.398076923,1.923076923,1.069230769,0.344230769,0.190384615,0.482692307,1.325,3.025,2016,2018,760573.5,1992,0.014848492,PG,41.38461538,False,True,False,False,False,1,3
Gary Payton II,2019,4.285714285,9.342857143,1.320408163,3.183673469,0.418020408,0.297959184,1.073469388,0.253306122,1.03877551,2.110204081,0.503326531,0.459244898,0.118367347,0.373469388,0.357142858,0.553061224,1.257142857,1.83877551,0.944897959,0.365306122,0.134693877,0.322448979,1.265306122,3.032653061,2016,2019,1090781.0,1992,0.009994328,PG,43.36734694,False,True,False,False,False,1,4
Gary Payton II,2020,15.40625,14.0,1.7,3.878125,0.43378125,0.390625,1.515625,0.30334375,1.209375,2.3625,0.51565625,0.4904375,0.090625,0.271875,0.453125,0.84375,1.75,2.603125,1.6625,1.090625,0.209375,0.6625,1.7875,3.88125,2016,2021,503176.5,1992,0.009111737,PG,26.5625,False,True,False,False,False,2,5
Gary Payton II,2021,12.64102564,12.10512821,1.520512821,3.307692308,0.505025641,0.348717949,1.292307692,0.338641026,1.097435897,2.015384615,0.59974359,0.566410256,0.151282051,0.325641026,0.564102564,0.720512821,1.643589744,2.364102564,1.28974359,0.971794872,0.174358974,0.546153846,1.617948718,3.541025641,2016,2021,1939350.0,1992,0.017251855,SF,24.12820513,False,True,False,False,False,1,6
George Hill,2012,6.587301587,27.18888889,3.641269841,8.022222222,0.448634921,1.03968254,2.779365079,0.373031746,2.601587302,5.242857143,0.489603175,0.513603175,2.584126984,3.084126984,0.829269841,0.419047619,2.33968254,2.758730159,2.658730159,0.86031746,0.3,1.180952381,2.0,10.80634921,2008,2016,8000000.0,1987,0.128108636,PG,65.68253968,False,False,False,True,False,5,5
George Hill,2017,63.43902439,33.06422764,4.997560976,10.95609756,0.455341463,1.779674797,4.43902439,0.40600813,3.217886179,6.456910569,0.488707317,0.538357724,2.177235772,2.796747967,0.776333333,0.680487805,3.080487805,3.76097561,3.778861789,1.060162602,0.2,1.519512195,2.119512195,14.01219512,2008,2019,19000000.0,1986,0.189090475,PG,64.04065041,False,False,False,True,False,3,10
George Hill,2019,27.92519685,24.51850393,3.183858268,7.017322835,0.454964567,1.036614173,2.854330709,0.369055118,2.147244095,4.186614173,0.517929134,0.528996063,1.412598425,1.770472441,0.804059055,0.640944882,1.953149606,2.603543307,2.552362205,0.9,0.26023622,1.112204724,1.795669291,8.875984252,2008,2021,9590602.0,1986,0.087874308,PG,127.3858268,False,False,False,True,False,3,12
George Hill,2020,5.960893855,21.64134078,2.961452514,6.313407821,0.47129609,0.98603352,2.729050279,0.364089385,1.975418994,3.617877095,0.554206704,0.549843575,1.246927375,1.506145251,0.829458101,0.72122905,1.940782123,2.662011173,2.547486033,0.867039106,0.1,0.924022347,1.594972067,8.215642458,2008,2020,57164.0,1995,0.001017024,PG,99.89385475,True,False,False,False,False,1,13
George Hill,2021,7.327731094,21.95378151,3.242857143,6.494117647,0.496537815,1.21512605,2.838655462,0.423865546,2.015966387,3.655462185,0.55310084,0.588621849,1.359663866,1.698319328,0.820151261,0.660504202,1.847058824,2.507563025,2.762184874,0.798319328,0.138655462,1.01512605,1.213445378,9.048739496,2008,2022,4000000.0,1986,0.035582757,PG,59.50420168,False,False,True,False,False,2,14
Georges Niang,2018,0.0,3.8875,0.4,1.4875,0.2820625,0.0,0.471875,0.05965625,0.328125,0.94375,0.3999375,0.292125,0.1,0.128125,0.859375,0.15625,0.7,0.784375,0.228125,0.128125,0.0,0.228125,0.24375,0.928125,2016,2020,1658337.0,1993,0.015718164,PF,19.0625,False,False,False,True,False,3,3
Georges Niang,2021,5.695652174,15.04347826,2.308695652,5.265217391,0.437478261,1.556521739,3.765217391,0.413043478,0.747826087,1.552173913,0.49626087,0.58426087,0.3,0.347826087,0.897695652,0.304347826,1.908695652,2.160869565,0.752173913,0.3,0.1,0.604347826,1.360869565,6.42173913,2016,2022,3382500.0,1993,0.030089669,PF,69.13043478,False,False,True,False,False,2,6
Georges Niang,2023,4.802547771,20.98025477,3.079617834,6.981528663,0.442617834,1.971974522,4.922292994,0.394955414,1.155414012,2.059235669,0.55922293,0.583343949,0.574522293,0.674522293,0.865949045,0.250318472,2.40955414,2.733757962,1.124840764,0.4,0.2,0.776433121,2.149681529,8.755414013,2016,2025,8500000.0,1993,0.061371841,PF,196.7515924,True,False,False,False,False,3,8
Georgios Papagiannis,2017,0.0,16.1,2.5,4.6,0.549,0.0,0.1,0.0,2.5,4.5,0.56,0.549,0.5,0.6,0.857,1.1,2.8,3.9,0.9,0.1,0.8,1.1,2.0,5.6,2016,2018,436295.0,1997,0.00873093,C,22.0,True,False,False,False,False,2,2
Gerald Green,2012,2.0,25.2,5.0,10.3,0.481,1.4,3.5,0.391,3.6,6.8,0.529,0.548,1.6,2.1,0.754,0.5,3.0,3.5,1.1,0.9,0.5,1.8,2.6,12.9,2005,2014,3500000.0,1986,0.059971043,SF,31.0,True,False,False,False,False,3,8
Gerald Green,2017,8.327586207,18.06206897,2.773275862,7.04137931,0.398887931,1.037931034,3.232758621,0.334344828,1.735344828,3.849137931,0.452887931,0.475560345,0.878448276,1.137931034,0.791913793,0.359482759,1.756896552,2.156896552,0.759482759,0.437931034,0.218965517,0.618965517,1.475862069,7.562931034,2005,2017,1855028.0,1986,0.023499662,SG,60.0862069,False,True,False,False,False,1,13
Gerald Green,2018,0.931818182,16.66477273,2.978409091,7.322727273,0.408068182,1.685227273,4.682954545,0.359386364,1.293181818,2.693181818,0.482102273,0.515431818,0.932954545,1.179545455,0.825965909,0.346590909,2.098863636,2.452272727,0.653409091,0.386363636,0.239772727,0.639772727,1.5125,8.628409091,2005,2018,2393887.0,1986,0.023499661,SF,44.20454545,True,False,False,False,False,1,14
Gerald Green,2019,0.719298246,21.09912281,3.523684211,8.69122807,0.402517544,2.315789474,6.46754386,0.359394737,1.143859649,2.223684211,0.531535088,0.536798246,0.943859649,1.115789474,0.842315789,0.4,2.387719298,2.751754386,0.535964912,0.535964912,0.4,0.8,1.843859649,10.24298246,2005,2019,2564753.0,1986,0.023499661,SG,61.49122807,True,False,False,False,False,1,15
Gerald Green,2020,0.0,20.2,3.2,7.9,0.4,2.1,6.0,0.354,1.0,1.9,0.547,0.535,0.8,0.9,0.838,0.4,2.1,2.5,0.5,0.5,0.4,0.8,1.7,9.2,2005,2020,2564753.0,1986,0.023499661,SG,73.0,False,True,False,False,False,1,16
Gerald Henderson,2016,37.89473684,24.63684211,3.936842105,9.036842105,0.437947368,0.647368421,1.794736842,0.341421053,3.389473684,7.289473684,0.462210526,0.472947368,1.968421053,2.368421053,0.809631579,0.452631579,2.763157895,3.163157895,1.842105263,0.552631579,0.3,1.163157895,1.463157895,10.48947368,2009,2017,9000000.0,1987,0.095599248,SG,76.21052632,False,True,False,False,False,2,8
Giannis Antetokounmpo,2015,47.60759494,28.08607595,3.48164557,7.553164557,0.453474684,0.294936709,0.987341772,0.250620253,3.186708861,6.565822785,0.476398734,0.479917722,2.517721519,3.471518987,0.712734177,1.102531646,4.476582278,5.579113924,2.258860759,0.851265823,0.902531646,1.856329114,2.661392405,9.824683544,2013,2018,11507503.5,1986,0.199611835,SF,79.05063291,False,False,False,True,False,4,3
Giannis Antetokounmpo,2016,74.97515528,33.3378882,5.544720497,11.14037267,0.498453416,0.249068323,0.947204969,0.207695652,5.345341615,10.1931677,0.523919255,0.507925466,3.448447205,4.697515528,0.732552795,1.299378882,5.847826087,7.19689441,3.444720497,1.049068323,1.198757764,2.348447205,3.149689441,14.78695652,2013,2018,4709963.667,1985,0.108675402,SG,80.50310559,False,False,False,True,False,3,4
Giannis Antetokounmpo,2017,79.5,35.45,7.3,14.2,0.5135,0.5,1.85,0.2645,6.85,12.4,0.55,0.5305,4.8,6.4,0.747,1.6,6.6,8.25,4.85,1.4,1.65,2.75,3.15,19.9,2013,2020,25000000.0,1994,0.241855905,PG,80.0,False,False,True,False,False,4,5
Giannis Antetokounmpo,2018,77.58064516,36.13225806,9.022580645,17.1516129,0.524870968,0.6,2.106451613,0.288935484,8.422580645,15.09677419,0.558645161,0.542935484,6.190322581,8.087096774,0.76516129,1.94516129,7.483870968,9.380645161,5.109677419,1.551612903,1.658064516,2.948387097,3.1,24.83548387,2013,2019,1786376.667,1993,0.029449587,SF,77.58064516,False,False,True,False,False,2,6
Giannis Antetokounmpo,2019,73.53061224,34.78979592,9.948979592,18.01428571,0.553,0.648979592,2.340816327,0.282020408,9.3,15.67346939,0.596612245,0.57144898,6.695918367,8.989795918,0.744816327,2.148979592,9.126530612,11.2244898,5.33877551,1.402040816,1.448979592,3.342857143,3.148979592,27.29183673,2013,2020,1984869.0,1986,0.024087154,PF,73.53061224,False,True,False,False,False,2,7
Giannis Antetokounmpo,2020,67.8,31.68,10.42,18.42,0.566333333,1.026666667,3.686666667,0.2784,9.393333333,14.73333333,0.636333333,0.594333333,6.62,9.733333333,0.6842,2.2,10.81333333,13.01333333,5.76,1.16,1.266666667,3.7,3.153333333,28.54,2013,2021,2066359.5,1993,0.021949551,PF,67.8,False,True,False,False,False,2,8
Giannis Antetokounmpo,2021,62.01612903,31.67903226,10.60483871,18.86370968,0.560870968,1.252419355,4.158870968,0.303508065,9.352419355,14.70483871,0.633459677,0.59441129,6.398387097,9.754032258,0.658580645,1.90483871,10.41612903,12.32096774,5.747580645,1.098387097,1.098387097,3.552419355,2.952419355,28.81129032,2013,2025,25070042.0,1994,0.355820243,PF,62.01612903,False,True,False,False,False,5,9
